p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.718,71.114,781.493,3.775,0.750,1.5853
11.801,70.406,807.377,4.049,0.734,1.6184
11.880,70.630,816.500,4.073,0.708,1.6059
11.939,70.078,810.335,4.281,0.696,1.6084
11.973,70.110,802.279,4.218,0.640,1.6364
12.029,69.556,801.131,4.195,0.623,1.6235
12.206,69.244,781.248,4.115,0.583,1.6331
12.347,68.151,763.572,4.028,0.555,1.6159
12.252,67.422,761.318,3.881,0.552,1.6038
12.120,67.266,762.978,3.794,0.590,1.5775
11.950,67.136,759.242,3.600,0.565,1.5686
11.521,67.392,786.293,3.582,0.645,1.5193
11.646,66.469,803.217,3.467,0.653,1.4910
11.344,67.651,800.534,3.655,0.669,1.5029
11.240,66.864,809.504,3.652,0.727,1.4931
11.252,67.281,812.885,3.880,0.739,1.4609
11.166,67.392,807.216,3.998,0.706,1.4700
10.876,68.376,785.698,4.141,0.693,1.4866
11.171,69.515,786.226,4.138,0.653,1.4875
11.231,69.940,767.785,4.281,0.648,1.4948
11.240,69.583,753.869,4.223,0.636,1.5136
11.194,70.754,765.459,4.101,0.611,1.5225
11.621,71.129,781.759,3.960,0.571,1.5434
11.800,70.608,777.815,3.882,0.570,1.5721
