p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.636,65.246,825.628,4.321,0.738,1.6633
13.907,65.880,844.133,4.404,0.747,1.7059
14.047,66.116,837.254,4.429,0.757,1.7269
13.985,64.546,856.108,4.590,0.681,1.7267
14.016,64.860,836.295,4.542,0.677,1.7429
14.055,64.292,840.718,4.474,0.661,1.7364
14.084,63.200,819.443,4.452,0.626,1.7046
14.319,63.168,811.850,4.463,0.593,1.6903
13.945,61.990,803.741,4.088,0.619,1.6734
13.958,62.761,805.682,4.089,0.587,1.6600
14.070,61.423,811.402,3.973,0.626,1.6623
13.831,62.086,821.640,4.025,0.652,1.6361
13.686,61.925,826.542,3.857,0.676,1.6109
13.270,62.335,843.071,3.913,0.727,1.6028
13.132,62.868,844.257,4.097,0.721,1.5745
12.976,62.642,838.082,4.226,0.729,1.5623
12.983,62.983,836.607,4.311,0.758,1.5713
13.013,63.864,822.120,4.387,0.728,1.5635
12.991,64.565,811.364,4.638,0.734,1.5792
12.934,65.163,806.076,4.492,0.668,1.5953
13.354,65.358,801.420,4.649,0.624,1.6224
13.393,66.311,810.296,4.430,0.599,1.6290
13.307,65.222,808.844,4.470,0.584,1.6624
13.662,65.108,826.512,4.192,0.621,1.6683
