p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.86,73.59,637.17,2.252,0.394,0.6196
11.87,73.75,636.41,2.281,0.403,0.6258
11.92,73.81,639.66,2.313,0.404,0.6248
11.94,73.81,639.55,2.349,0.405,0.6261
11.97,73.81,640.82,2.366,0.411,0.6294
11.98,74.05,641.17,2.394,0.405,0.6354
11.99,74.11,642.44,2.410,0.400,0.6392
12.04,74.18,643.20,2.419,0.402,0.6408
12.05,74.19,641.92,2.421,0.406,0.6404
12.09,74.40,644.15,2.411,0.412,0.6427
12.12,74.56,750.13,2.442,0.414,0.6466
12.12,74.52,842.40,4.560,0.404,0.6489
12.16,74.67,925.73,6.430,0.395,0.6512
12.18,74.63,1003.80,8.080,1.025,0.6546
12.21,74.76,1073.50,9.556,1.592,0.6567
12.20,74.74,1137.69,10.826,2.098,0.7275
12.20,75.09,1191.70,11.962,2.540,0.7909
12.20,75.39,1242.56,12.928,2.936,0.8499
12.19,75.54,1285.72,13.790,3.292,0.9021
12.22,75.77,1325.19,14.543,3.611,0.9521
12.28,75.98,1361.01,15.212,3.899,1.0009
12.31,76.26,1394.76,15.793,4.146,1.0454
12.37,76.40,1426.16,16.301,4.375,1.0815
12.43,76.62,1455.22,16.780,4.575,1.1209
12.43,76.69,1481.75,17.171,4.750,1.1514
12.45,76.89,1503.67,17.525,4.917,1.1778
12.48,77.11,1522.74,17.846,5.060,1.2053
12.50,77.23,1540.48,18.116,5.187,1.2300
12.52,77.34,1558.13,18.325,5.306,1.2542
12.55,77.53,1570.82,18.515,5.405,1.2716
12.58,77.60,1583.75,18.699,5.501,1.2864
12.57,77.69,1595.37,18.872,5.581,1.3056
12.56,77.73,1604.26,19.016,5.655,1.3214
12.59,77.85,1611.75,19.132,5.715,1.3330
12.58,77.97,1617.57,19.236,5.773,1.3475
12.57,78.02,1622.24,19.329,5.832,1.3602
12.57,78.02,1626.93,19.410,5.879,1.3736
12.56,78.02,1630.67,19.483,5.926,1.3791
12.58,77.91,1638.83,19.536,5.961,1.3837
12.58,77.89,1645.53,19.565,6.002,1.3903
12.58,77.90,1648.27,19.615,6.034,1.3983
12.60,77.84,1652.98,19.655,6.061,1.4035
12.58,77.90,1657.22,19.665,6.095,1.4059
12.57,77.81,1659.99,19.678,6.120,1.4129
12.56,77.82,1663.50,19.712,6.143,1.4153
12.52,77.84,1667.52,19.718,6.165,1.4190
12.52,77.84,1668.19,19.742,6.192,1.4258
12.51,77.76,1669.48,19.795,6.216,1.4299
12.51,77.73,1671.57,19.810,6.231,1.4379
12.46,77.81,1673.62,19.821,6.241,1.4439
12.45,77.76,1673.34,19.826,6.252,1.4509
12.44,77.63,1673.99,19.833,6.260,1.4542
12.41,77.50,1674.68,19.886,6.280,1.4600
12.39,77.57,1678.25,19.910,6.301,1.4635
12.39,77.61,1682.89,19.925,6.307,1.4663
12.38,77.55,1684.74,19.975,6.316,1.4696
12.33,77.44,1688.53,20.027,6.334,1.4712
12.29,77.27,1690.73,20.033,6.338,1.4725
12.28,77.11,1690.98,20.043,6.340,1.4779
12.26,76.96,1693.29,20.074,6.353,1.4825
12.23,76.83,1696.89,20.115,6.362,1.4868
12.23,76.79,1696.39,20.128,6.370,1.4913
12.21,76.66,1696.00,20.148,6.381,1.4943
12.16,76.68,1699.02,20.171,6.377,1.4954
12.16,76.67,1702.35,20.197,6.382,1.4973
12.14,76.57,1706.88,20.222,6.387,1.5014
12.14,76.47,1710.45,20.231,6.390,1.5072
12.10,76.33,1713.30,20.282,6.390,1.5093
12.09,76.31,1715.35,20.298,6.386,1.5095
12.07,76.18,1717.18,20.306,6.383,1.5147
12.07,76.20,1717.72,20.341,6.384,1.5204
12.05,76.09,1719.40,20.363,6.382,1.5202
