p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.010,62.237,886.944,4.767,0.817,1.8413
16.296,61.271,898.084,4.791,0.833,1.8494
16.417,60.912,896.467,5.124,0.793,1.8786
16.212,60.831,909.821,5.160,0.804,1.8617
16.609,60.995,895.031,5.073,0.725,1.8898
16.629,60.713,894.136,4.989,0.691,1.8982
16.598,59.338,868.322,4.883,0.682,1.8910
16.402,59.835,857.817,4.777,0.658,1.8577
16.267,59.054,858.850,4.685,0.668,1.8595
16.133,58.918,847.363,4.563,0.688,1.8324
16.115,58.703,851.862,4.411,0.696,1.7830
16.208,57.395,866.872,4.427,0.750,1.7918
15.737,57.165,881.162,4.508,0.784,1.7410
15.727,57.999,906.202,4.536,0.815,1.7540
15.738,57.575,902.561,4.487,0.798,1.7412
15.377,59.356,893.726,4.778,0.843,1.7385
15.288,59.843,894.029,4.911,0.803,1.7368
15.408,60.069,878.826,4.913,0.788,1.7358
15.403,60.887,877.553,4.953,0.778,1.7359
15.432,61.493,851.657,5.142,0.763,1.7425
15.660,60.568,847.169,5.104,0.741,1.7708
15.713,61.425,861.968,4.953,0.681,1.7886
15.884,62.541,865.720,4.920,0.674,1.8209
15.781,61.398,871.600,4.651,0.643,1.8324
