p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.970,64.966,756.755,3.409,0.634,1.4822
12.221,66.229,773.927,3.416,0.596,1.4831
12.147,64.596,784.081,3.630,0.584,1.4940
12.342,64.786,783.546,3.674,0.523,1.5220
12.547,64.746,778.791,3.771,0.525,1.5278
12.416,64.692,758.083,3.740,0.476,1.5019
12.705,63.364,750.498,3.619,0.461,1.5127
12.420,62.756,746.172,3.465,0.476,1.4848
12.561,63.109,738.344,3.367,0.438,1.5002
12.400,62.137,723.988,3.059,0.462,1.4638
12.418,61.453,742.695,3.171,0.469,1.4373
12.140,61.639,742.474,2.950,0.529,1.4069
11.791,62.098,769.790,3.102,0.567,1.4189
11.745,61.845,770.084,2.970,0.547,1.3911
11.616,61.778,773.041,3.215,0.569,1.3741
11.670,62.155,778.569,3.340,0.593,1.3652
11.461,62.713,768.104,3.437,0.572,1.3500
11.290,63.847,758.127,3.663,0.565,1.3737
11.564,63.947,743.215,3.624,0.565,1.3612
11.510,65.067,742.750,3.623,0.533,1.3794
11.716,64.287,722.566,3.574,0.499,1.3887
11.721,65.157,735.604,3.713,0.473,1.4301
12.038,65.481,748.514,3.467,0.435,1.4610
12.093,65.266,755.294,3.362,0.439,1.4712
