p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
16.332,63.400,909.469,4.997,0.902,1.9121
16.781,63.519,931.510,5.210,0.885,1.9300
16.617,63.158,942.406,5.297,0.863,1.9827
16.731,62.109,943.747,5.226,0.844,1.9942
16.845,63.050,938.961,5.430,0.810,1.9993
16.938,61.892,917.372,5.228,0.764,1.9675
17.028,61.234,918.862,5.307,0.718,1.9833
17.034,61.108,903.549,5.052,0.724,1.9737
16.940,59.570,894.470,4.983,0.718,1.9542
16.683,60.551,899.803,4.727,0.761,1.9180
16.504,60.455,898.778,4.767,0.767,1.9147
16.436,59.785,898.654,4.720,0.805,1.8734
16.343,59.823,916.663,4.731,0.851,1.8537
16.310,60.270,926.112,4.661,0.870,1.8556
16.229,60.466,937.245,4.689,0.904,1.8180
15.905,61.113,947.656,4.978,0.905,1.8375
15.747,61.388,934.834,5.131,0.894,1.8348
15.883,61.025,925.510,5.212,0.855,1.8048
16.028,62.289,907.054,5.375,0.866,1.8269
15.809,61.856,891.942,5.236,0.814,1.8435
16.135,62.945,887.821,5.270,0.796,1.8572
16.205,63.906,900.053,5.182,0.758,1.8721
16.218,63.938,909.620,5.076,0.737,1.9005
16.647,63.485,921.405,5.010,0.725,1.9495
