p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.164,73.900,794.258,3.663,0.744,1.6261
12.598,73.530,800.950,3.861,0.722,1.6423
12.856,73.238,815.262,3.833,0.717,1.6417
12.714,72.289,814.438,4.127,0.695,1.6569
12.932,71.584,808.473,3.960,0.640,1.6539
12.763,71.797,790.122,4.010,0.600,1.6780
13.053,71.467,778.949,3.979,0.566,1.6419
12.920,70.588,773.725,3.861,0.596,1.6464
12.800,69.688,767.317,3.676,0.547,1.6397
12.843,70.013,767.164,3.458,0.552,1.6175
12.608,69.013,772.071,3.463,0.600,1.5763
12.494,69.838,782.470,3.249,0.647,1.5651
12.264,70.083,,3.400,0.689,1.5206
11.958,69.493,799.910,3.390,0.670,1.5243
11.926,70.019,808.096,3.444,0.726,1.5158
12.000,70.505,814.706,3.621,0.697,1.5104
11.602,70.716,803.982,3.802,0.744,1.5115
11.897,72.058,786.224,3.866,0.704,1.5164
11.739,72.190,784.359,4.072,0.691,1.5294
11.657,72.047,771.218,4.073,0.667,1.5265
12.074,72.537,766.932,4.016,0.625,1.5544
12.134,73.135,771.021,3.883,0.563,1.5630
12.192,72.861,785.448,3.774,0.560,1.5895
12.171,74.072,781.048,3.597,0.549,1.6171
