p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.488,63.558,900.438,4.678,0.813,1.8784
15.827,61.967,913.170,4.973,0.834,1.8911
15.815,62.639,917.078,4.947,0.834,1.8762
16.029,61.975,932.898,4.989,0.761,1.9225
15.923,61.726,919.913,5.121,0.750,1.9191
16.226,61.251,898.989,5.064,0.725,1.9061
16.006,61.201,890.457,4.919,0.683,1.9121
16.010,60.060,887.187,4.762,0.667,1.8983
16.142,59.426,871.483,4.714,0.706,1.8784
15.921,59.167,871.900,4.595,0.711,1.8373
15.754,59.408,877.881,4.494,0.692,1.8212
15.496,58.521,882.885,4.398,0.773,1.8122
15.471,59.255,912.742,4.508,0.747,1.7739
15.166,59.053,924.873,4.532,0.784,1.7534
15.094,59.553,932.276,4.490,0.850,1.7761
15.172,59.414,919.603,4.726,0.852,1.7366
15.094,60.768,915.607,4.882,0.867,1.7319
14.997,60.431,900.382,4.959,0.819,1.7678
14.828,61.170,880.732,4.995,0.813,1.7808
15.142,61.054,885.488,5.132,0.758,1.7849
15.013,62.067,873.232,5.111,0.760,1.7813
15.107,62.255,877.085,5.111,0.710,1.8321
15.309,62.442,881.382,4.822,0.665,1.8527
15.594,63.583,892.214,4.765,0.685,1.8658
