p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
9.468,71.674,692.867,2.590,0.494,1.3124
9.838,71.594,703.389,2.658,0.531,1.3347
9.858,71.569,712.059,2.866,0.475,1.3351
9.892,71.053,729.966,2.992,0.441,1.3528
10.121,70.260,720.203,2.951,0.415,1.3736
10.117,69.422,706.624,2.868,0.403,1.3615
10.446,68.736,703.155,2.879,0.359,1.3540
10.290,68.922,672.204,2.740,0.358,1.3552
10.055,68.525,675.585,2.537,0.364,1.3271
10.100,68.002,675.707,2.519,0.374,1.3185
9.948,67.060,677.546,2.353,0.403,1.2644
9.650,67.615,683.768,2.189,0.421,1.2780
9.581,67.880,710.354,2.219,0.471,1.2384
9.534,67.760,712.045,2.242,0.509,1.2077
9.458,68.225,725.961,2.553,0.531,1.2215
9.106,68.512,710.835,2.581,0.512,1.2087
9.154,68.666,719.226,2.820,0.489,1.1895
8.861,69.678,701.632,2.941,0.480,1.1869
9.192,70.262,683.084,2.909,0.450,1.2320
9.039,70.108,668.520,3.062,0.419,1.2271
9.280,70.954,680.978,2.930,0.423,1.2336
9.304,70.267,674.590,2.854,0.407,1.2496
9.436,71.035,693.022,2.845,0.338,1.2975
9.668,71.965,694.173,2.596,0.336,1.2960
