p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.77,74.43,640.47,2.197,0.389,0.6335
11.83,74.33,640.53,2.246,0.395,0.6325
11.86,74.45,643.86,2.272,0.399,0.6332
11.89,74.43,645.11,2.317,0.396,0.6348
11.93,74.41,645.05,2.344,0.396,0.6377
11.97,74.46,644.67,2.386,0.401,0.6424
11.99,74.55,644.09,2.381,0.395,0.6408
12.02,74.49,642.98,2.418,0.402,0.6450
12.06,74.64,642.94,2.431,0.398,0.6439
12.08,74.59,643.81,2.461,0.398,0.6447
12.11,74.75,645.16,2.462,0.391,0.6496
12.13,74.77,644.03,2.458,0.397,0.6488
12.13,74.89,641.38,2.441,0.398,0.6488
12.17,74.85,640.91,2.464,0.397,0.6522
12.19,74.86,641.04,2.446,0.386,0.6547
12.21,74.92,641.86,2.432,0.385,0.6556
12.24,74.87,640.01,2.427,0.380,0.6573
12.27,74.83,639.53,2.427,0.374,0.6534
12.28,74.94,638.69,2.441,0.370,0.6542
12.30,75.02,636.17,2.428,0.364,0.6497
12.28,75.10,632.76,2.406,0.354,0.6522
12.30,75.19,629.31,2.403,0.352,0.6481
12.29,75.25,630.67,2.400,0.349,0.6461
12.32,75.23,629.90,2.379,0.341,0.6452
12.35,75.12,630.09,2.364,0.338,0.6457
12.36,75.06,627.04,2.324,0.335,0.6448
12.34,75.05,626.39,2.308,0.326,0.6399
12.33,74.95,626.51,2.260,0.323,0.6367
12.35,75.03,623.45,2.227,0.313,0.6333
12.34,75.10,619.82,2.219,0.315,0.6274
12.36,74.95,619.52,2.180,0.305,0.6268
12.36,,619.75,2.172,0.306,0.6270
12.36,74.92,619.32,2.149,0.298,0.6278
12.33,74.97,618.78,2.140,0.291,0.6219
12.34,74.86,617.16,2.097,0.285,0.6222
12.34,74.81,615.92,2.083,0.281,0.6162
12.30,74.88,614.82,2.071,0.279,0.6128
12.28,74.87,613.97,2.048,0.278,0.6068
12.26,74.75,612.82,2.055,0.282,0.6029
12.23,74.77,613.46,2.033,0.281,0.5997
12.20,74.70,610.29,1.996,0.289,0.5996
12.18,74.67,608.28,1.972,0.290,0.5992
12.18,74.49,606.35,1.961,0.288,0.5994
12.17,74.31,602.90,1.934,0.295,0.5980
12.15,74.23,603.26,1.928,0.297,0.5967
12.13,74.20,602.95,1.951,0.310,0.5987
12.10,74.06,600.82,1.940,0.314,0.5982
12.07,74.09,601.72,1.958,0.313,0.5953
12.02,74.05,600.08,1.975,0.323,0.5942
12.00,73.94,600.32,1.973,0.337,0.5948
11.99,73.78,601.92,1.998,0.348,0.5909
11.99,73.81,604.07,2.006,0.356,0.5920
11.98,73.80,604.95,2.005,0.356,0.5900
11.95,73.76,605.08,2.021,0.356,0.5893
11.89,73.61,607.07,2.050,0.362,0.5915
11.85,73.49,609.00,2.058,0.371,0.5915
11.82,73.32,611.08,2.101,0.371,0.5953
11.79,73.27,609.65,2.117,0.372,0.5969
11.76,73.30,608.21,2.134,0.374,0.6018
11.72,73.30,607.33,2.175,0.386,0.5996
11.70,73.23,607.45,2.208,0.386,0.6024
11.68,73.17,610.56,2.227,0.389,0.6017
11.63,73.00,613.31,2.274,0.386,0.6066
11.59,72.88,613.10,2.324,0.384,0.6114
11.55,72.66,615.65,2.338,0.379,0.6161
11.54,72.66,616.43,2.380,0.378,0.6147
11.53,72.63,616.14,2.392,0.385,0.6169
11.48,72.42,617.48,2.396,0.382,0.6174
11.49,72.44,620.85,2.438,0.386,0.6236
11.46,72.39,621.88,2.474,0.379,0.6226
11.43,72.32,625.44,2.481,0.381,0.6232
11.42,72.11,626.52,2.478,0.372,0.6272
