p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.298,63.456,842.145,4.004,0.756,1.7149
15.513,64.165,839.261,4.100,0.710,1.7130
15.599,63.001,857.907,4.384,0.709,1.7619
15.963,63.532,856.069,4.261,0.667,1.7655
15.921,62.137,864.223,4.397,0.638,1.7735
15.810,62.472,839.751,4.330,0.642,1.7440
15.896,61.711,841.342,4.195,0.581,1.7687
15.830,61.627,828.296,4.161,0.578,1.7289
15.999,61.052,817.775,3.935,0.560,1.7146
15.816,59.238,811.854,3.781,0.598,1.6914
15.773,59.955,807.091,3.752,0.615,1.6657
15.608,60.034,836.650,3.601,0.611,1.6539
15.288,58.866,850.396,3.635,0.646,1.6336
15.299,59.313,861.196,3.728,0.720,1.6340
14.875,60.499,862.487,3.891,0.691,1.6092
14.917,59.808,861.519,4.058,0.701,1.6030
14.903,61.431,857.184,4.058,0.724,1.5983
14.782,61.204,834.882,4.176,0.710,1.5888
14.927,62.140,815.973,4.404,0.699,1.6268
14.943,63.112,805.833,4.482,0.648,1.6349
14.975,62.138,800.565,4.276,0.645,1.6345
14.889,62.904,809.199,4.325,0.622,1.6531
14.999,63.108,831.364,4.216,0.554,1.7069
15.455,63.547,837.551,3.931,0.600,1.7275
