p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.007,66.133,819.443,4.245,0.727,1.6421
13.127,65.839,841.421,4.180,0.734,1.6677
13.189,65.877,856.065,4.494,0.706,1.6808
13.530,65.157,847.398,4.418,0.678,1.7242
13.632,64.260,849.981,4.476,0.684,1.7219
13.453,64.896,844.367,4.432,0.647,1.6941
13.583,63.201,815.752,4.355,0.620,1.7209
13.342,64.066,814.345,4.136,0.578,1.7056
13.406,62.936,805.648,4.154,0.559,1.6597
13.281,62.535,791.368,4.036,0.612,1.6445
13.213,62.107,797.266,3.735,0.600,1.6490
13.165,61.975,821.331,3.892,0.639,1.6088
12.943,61.610,824.132,3.744,0.706,1.5718
12.809,62.295,844.582,3.942,0.714,1.5711
12.649,61.840,849.728,3.976,0.749,1.5458
12.283,62.558,856.123,4.005,0.719,1.5427
12.352,63.990,837.897,4.184,0.739,1.5676
12.357,64.290,822.069,4.264,0.737,1.5561
12.512,64.930,818.739,4.403,0.708,1.5717
12.256,65.048,811.042,4.372,0.667,1.5738
12.505,65.110,808.274,4.374,0.612,1.5863
12.514,66.344,805.071,4.475,0.607,1.6196
12.809,66.336,804.290,4.270,0.561,1.6529
13.119,65.967,821.231,4.107,0.599,1.6767
