p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.729,64.196,843.552,3.879,0.725,1.7302
14.841,65.095,850.506,3.943,0.696,1.7132
15.085,65.105,868.387,4.172,0.672,1.7280
15.377,63.462,858.204,4.122,0.681,1.7426
15.125,63.254,865.235,4.216,0.651,1.7702
15.262,63.133,846.040,4.172,0.623,1.7472
15.294,63.424,846.953,4.084,0.590,1.7389
15.226,61.593,823.366,4.043,0.567,1.7249
15.391,62.039,814.255,3.907,0.537,1.7034
15.193,61.173,813.834,3.781,0.542,1.6996
14.849,60.969,824.888,3.467,0.575,1.6647
14.891,61.190,834.707,3.468,0.613,1.6629
14.680,60.808,848.416,3.561,0.660,1.6575
14.399,60.251,851.985,3.518,0.655,1.6061
14.262,61.441,871.794,3.652,0.679,1.6187
14.412,61.276,860.671,3.881,0.705,1.5934
14.223,62.504,850.662,3.955,0.724,1.5992
14.074,63.314,841.177,4.037,0.671,1.5919
14.322,62.634,823.295,4.165,0.662,1.6013
14.123,63.043,826.160,4.294,0.646,1.6477
14.345,64.146,813.008,4.096,0.627,1.6501
14.634,65.045,821.308,4.036,0.559,1.6521
14.510,65.104,829.063,4.056,0.591,1.6804
14.745,64.583,833.271,3.825,0.568,1.7268
