p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.831,71.802,820.948,4.099,0.800,1.6623
12.936,73.201,816.678,4.263,0.746,1.6971
13.153,71.939,834.965,4.185,0.774,1.6933
13.064,71.843,830.356,4.351,0.713,1.7247
13.020,72.103,833.710,4.348,0.698,1.7108
13.199,70.646,811.498,4.270,0.643,1.7328
13.074,70.150,805.505,4.227,0.656,1.6970
13.339,70.432,787.424,4.107,0.617,1.6841
13.027,69.555,793.089,3.958,0.640,1.6775
13.074,68.784,788.176,3.776,0.608,1.6697
12.839,69.375,798.967,3.706,0.622,1.6294
12.875,69.087,810.542,3.655,0.707,1.6289
12.502,67.920,822.185,3.627,0.737,1.6178
12.523,69.446,824.387,3.766,0.740,1.5693
12.436,68.614,825.493,3.851,0.748,1.5587
12.061,69.225,832.116,4.050,0.749,1.5693
12.002,70.457,819.754,4.037,0.758,1.5714
12.035,70.491,816.197,4.217,0.731,1.5794
11.866,70.229,797.485,4.289,0.732,1.5716
11.955,71.031,794.543,4.462,0.701,1.5713
12.301,72.023,795.359,4.270,0.651,1.5908
12.175,71.613,783.380,4.291,0.635,1.6336
12.666,71.749,803.979,4.078,0.619,1.6319
12.719,72.809,807.402,3.992,0.605,1.6693
