p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.468,62.409,858.374,4.462,0.806,1.7775
15.759,62.511,874.397,4.427,0.777,1.8066
15.899,62.294,869.535,4.750,0.730,1.8137
16.125,61.604,878.363,4.731,0.718,1.8025
16.174,60.821,870.166,4.680,0.691,1.8061
16.043,61.303,870.001,4.604,0.677,1.8021
16.172,61.269,855.027,4.671,0.634,1.8293
16.177,60.081,844.168,4.462,0.627,1.7999
16.026,59.011,833.254,4.338,0.596,1.7863
16.137,58.560,835.564,4.250,0.603,1.7807
15.967,59.608,839.424,4.098,0.657,1.7349
15.868,59.416,859.069,4.092,0.708,1.7271
15.492,58.103,855.579,4.112,0.706,1.6866
15.592,59.141,880.984,4.137,0.727,1.6671
15.090,58.542,872.862,4.290,0.785,1.6688
15.111,60.336,881.817,4.332,0.805,1.6610
15.169,59.232,871.194,4.499,0.771,1.6525
15.118,60.460,858.422,4.628,0.768,1.6813
15.216,60.449,853.364,4.673,0.728,1.6818
14.931,62.193,827.236,4.717,0.697,1.6969
15.200,61.325,836.841,4.834,0.677,1.7121
15.523,62.315,827.001,4.678,0.654,1.7138
15.567,62.182,838.128,4.576,0.632,1.7589
15.522,62.460,850.230,4.309,0.615,1.7594
