p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.431,61.758,881.030,4.591,0.825,1.8110
15.417,61.766,886.851,4.701,0.815,1.8454
15.474,61.537,903.870,4.960,0.773,1.8567
15.870,61.346,912.599,4.951,0.772,1.8678
15.832,61.092,899.011,5.005,0.717,1.8651
15.663,59.875,880.635,4.953,0.698,1.8502
15.979,60.096,885.899,4.825,0.640,1.8386
15.744,59.796,861.378,4.632,0.662,1.8339
15.852,58.242,852.815,4.475,0.640,1.8208
15.747,59.087,856.756,4.431,0.668,1.8034
15.330,57.810,863.887,4.446,0.705,1.7638
15.489,57.893,878.379,4.254,0.703,1.7471
15.289,58.016,896.550,4.278,0.724,1.7259
14.942,57.978,899.799,4.302,0.785,1.7363
15.067,59.107,900.164,4.540,0.793,1.7252
14.927,58.109,906.452,4.489,0.785,1.7139
14.774,58.970,900.851,4.711,0.810,1.6927
14.696,59.693,887.333,4.850,0.813,1.7230
14.511,60.205,872.400,4.838,0.740,1.6946
14.559,60.637,863.328,4.974,0.716,1.7166
14.972,61.155,863.116,5.087,0.729,1.7621
14.842,62.165,850.019,5.003,0.650,1.7615
15.133,62.426,862.409,4.700,0.635,1.7885
15.101,62.579,885.061,4.733,0.678,1.8077
