p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.609,68.576,845.902,4.143,0.797,1.7563
14.848,67.693,856.177,4.358,0.808,1.7473
14.756,67.609,867.233,4.398,0.767,1.7809
14.913,67.195,857.872,4.683,0.759,1.7759
15.150,67.389,850.571,4.536,0.723,1.7999
14.940,66.768,845.744,4.515,0.697,1.7721
15.216,66.087,836.743,4.576,0.643,1.7723
15.160,65.652,813.284,4.333,0.615,1.7706
15.123,65.682,812.793,4.149,0.651,1.7376
15.064,65.433,816.210,4.088,0.642,1.7453
14.743,63.687,826.765,4.021,0.635,1.6988
14.585,64.405,823.880,3.916,0.723,1.6706
14.651,63.806,841.390,3.869,0.731,1.6866
14.280,63.843,848.629,3.917,0.740,1.6474
14.199,63.997,852.786,4.136,0.795,1.6270
14.131,65.584,866.418,4.260,0.778,1.6231
14.037,64.968,842.821,4.316,0.768,1.6399
13.859,65.570,846.523,4.503,0.774,1.6236
13.858,66.141,824.459,4.656,0.761,1.6394
14.178,66.727,807.321,4.574,0.734,1.6714
13.982,67.164,813.299,4.542,0.690,1.6628
14.170,67.142,810.183,4.457,0.675,1.7014
14.327,68.884,831.062,4.412,0.663,1.7324
14.745,68.374,844.583,4.341,0.651,1.7558
