p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.483,70.274,913.861,4.927,0.957,1.9324
15.941,70.045,927.550,5.019,0.909,1.9754
15.767,69.455,944.428,5.297,0.885,1.9693
16.194,69.458,938.376,5.218,0.857,1.9928
16.219,69.491,938.674,5.259,0.835,1.9871
16.176,67.417,925.304,5.354,0.816,1.9840
16.187,68.191,900.983,5.225,0.768,1.9959
16.137,67.751,899.807,5.013,0.752,1.9883
16.021,66.378,893.132,4.797,0.798,1.9776
15.792,65.632,884.594,4.787,0.767,1.9275
15.811,65.442,898.531,4.557,0.799,1.9406
15.536,65.404,897.021,4.676,0.835,1.8793
15.680,66.090,923.401,4.708,0.875,1.8670
15.344,66.457,932.757,4.789,0.912,1.8477
15.404,65.497,939.600,4.867,0.931,1.8382
15.079,67.286,935.082,4.885,0.933,1.8509
14.957,66.728,935.940,4.995,0.914,1.8302
15.179,67.487,915.122,5.124,0.910,1.8256
15.031,67.871,907.728,5.283,0.863,1.8633
14.905,68.572,885.430,5.416,0.875,1.8557
14.963,68.572,879.976,5.256,0.812,1.8681
15.332,69.999,893.108,5.331,0.790,1.9176
15.547,69.121,906.740,5.149,0.769,1.9380
15.679,69.213,918.864,4.973,0.743,1.9513
