p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.640,64.074,855.983,4.340,0.785,1.8100
15.852,63.325,881.733,4.524,0.752,1.8090
16.145,64.032,895.017,4.471,0.787,1.8242
16.143,63.506,887.392,4.691,0.724,1.8384
16.085,63.458,885.189,4.583,0.709,1.8304
16.446,62.501,873.302,4.627,0.663,1.8369
16.350,61.141,869.995,4.531,0.664,1.8371
16.332,60.908,851.438,4.347,0.639,1.8386
16.369,60.188,838.259,4.251,0.653,1.7982
16.082,59.822,846.920,4.166,0.612,1.7753
15.871,60.252,847.593,4.138,0.639,1.7538
15.873,60.192,859.821,3.869,0.685,1.7311
15.523,60.497,861.194,3.932,0.720,1.7297
15.476,60.210,892.211,3.939,0.747,1.7068
15.365,60.448,889.542,4.171,0.762,1.6965
15.162,60.510,889.913,4.299,0.779,1.6648
15.188,61.715,885.817,4.508,0.759,1.6786
15.067,61.697,876.279,4.513,0.761,1.6876
15.286,61.678,851.656,4.707,0.744,1.6848
15.144,63.288,836.909,4.713,0.729,1.7239
15.242,62.739,845.772,4.777,0.658,1.7130
15.422,63.444,837.600,4.610,0.624,1.7619
15.460,63.881,846.064,4.474,0.648,1.7501
15.901,64.017,857.799,4.370,0.597,1.7905
