p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.168,67.686,860.768,4.563,0.805,1.8002
14.270,67.616,871.797,4.733,0.806,1.7924
14.619,66.553,879.003,4.688,0.783,1.8213
14.433,67.047,889.389,4.863,0.740,1.8326
14.674,66.198,884.364,4.811,0.746,1.8238
14.566,65.233,873.615,4.696,0.723,1.8300
14.857,65.856,850.739,4.666,0.673,1.8298
14.566,64.854,839.421,4.554,0.636,1.8084
14.460,64.497,839.470,4.395,0.639,1.7934
14.561,63.435,831.389,4.278,0.664,1.7869
14.503,64.050,842.864,4.188,0.694,1.7328
14.347,63.138,843.542,4.217,0.712,1.7261
14.014,63.929,863.543,4.242,0.761,1.7204
13.834,63.376,872.686,4.272,0.804,1.6732
13.624,64.520,881.868,4.380,0.831,1.6907
13.802,63.842,881.931,4.490,0.793,1.6677
13.518,65.003,870.355,4.477,0.829,1.6771
13.416,64.862,856.902,4.661,0.830,1.6863
13.534,66.517,853.919,4.795,0.771,1.6947
13.663,66.244,831.649,4.762,0.758,1.6829
13.661,67.621,835.125,4.929,0.715,1.7181
13.794,66.505,843.013,4.861,0.656,1.7373
13.995,67.260,851.230,4.747,0.644,1.7751
14.019,67.653,868.835,4.477,0.677,1.7617
