p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.384,66.911,939.828,4.892,0.911,2.0145
17.518,66.834,939.556,5.024,0.926,2.0394
17.672,66.618,952.252,5.133,0.872,2.0504
17.790,66.805,954.768,5.249,0.878,2.0353
18.073,66.207,960.385,5.296,0.828,2.0488
18.087,65.139,935.500,5.217,0.827,2.0497
18.195,64.116,940.953,5.147,0.775,2.0527
17.895,64.384,927.721,5.034,0.749,2.0433
17.839,64.008,907.502,4.930,0.738,2.0390
17.953,62.695,904.951,4.668,0.805,2.0174
17.524,62.368,924.327,4.566,0.818,1.9890
17.667,62.721,919.173,4.634,0.807,1.9536
17.260,63.071,,4.561,0.843,1.9308
17.169,62.815,951.812,4.680,0.921,1.9402
17.029,63.340,950.224,4.671,0.935,1.8948
16.954,64.362,959.964,4.866,0.901,1.9056
16.998,64.664,955.935,4.963,0.941,1.8823
16.687,64.350,938.189,5.032,0.925,1.8888
17.012,65.132,922.875,5.345,0.868,1.9294
16.908,66.134,908.619,5.196,0.835,1.9423
16.982,65.987,904.358,5.207,0.840,1.9423
17.221,66.666,914.604,5.261,0.762,1.9807
17.226,67.338,924.837,4.983,0.744,2.0005
17.262,66.846,935.557,4.880,0.780,1.9936
