p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.385,66.737,912.099,4.799,0.878,1.9796
17.255,66.031,930.972,4.833,0.905,1.9956
17.596,65.318,948.065,4.943,0.860,1.9924
17.806,64.906,935.769,5.140,0.865,2.0147
17.710,65.270,945.872,5.159,0.794,2.0076
17.686,64.229,917.828,5.187,0.779,2.0132
17.800,63.896,918.534,4.915,0.737,2.0018
17.794,63.677,904.684,4.842,0.756,2.0071
17.556,63.735,889.407,4.842,0.727,1.9734
17.617,62.131,884.765,4.695,0.758,1.9479
17.568,62.373,889.999,4.519,0.742,1.9240
17.206,62.414,907.890,4.337,0.787,1.9213
17.003,62.062,,4.448,0.845,1.8924
17.024,62.976,933.791,4.439,0.838,1.8656
17.015,62.229,942.968,4.661,0.895,1.8785
16.730,62.901,940.611,4.855,0.868,1.8544
16.690,62.798,939.348,4.804,0.893,1.8390
16.488,63.473,921.280,5.072,0.887,1.8344
16.739,64.632,903.353,4.991,0.874,1.8509
16.603,65.687,890.436,5.154,0.797,1.8939
16.574,65.060,887.944,5.095,0.786,1.9159
16.725,65.708,885.899,5.115,0.770,1.9020
16.956,66.235,905.578,4.865,0.736,1.9515
17.149,66.803,913.721,4.818,0.745,1.9707
