p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.84,74.18,641.80,2.284,0.376,0.6311
11.89,74.19,644.04,2.301,0.378,0.6321
11.88,74.32,645.06,2.304,0.379,0.6325
11.91,74.46,645.45,2.321,0.389,0.6361
11.95,74.61,644.95,2.327,0.399,0.6360
11.96,74.55,642.82,2.356,0.403,0.6392
12.00,74.54,641.25,2.386,0.398,0.6426
12.04,74.69,641.30,2.410,0.406,0.6404
12.06,74.65,643.93,2.449,0.410,0.6421
12.09,74.64,641.88,2.461,0.414,0.6411
12.08,74.80,644.04,2.468,0.419,0.6409
12.09,74.94,641.77,2.455,0.420,0.6442
12.14,74.90,640.44,2.451,0.410,0.6419
12.16,74.97,639.80,2.453,0.411,0.6450
12.17,74.98,637.79,2.432,0.401,0.6485
12.21,75.02,637.19,2.427,0.399,0.6527
12.22,74.96,636.41,2.403,0.398,0.6519
12.24,74.95,635.32,2.385,0.396,0.6488
12.26,75.05,635.42,2.399,0.391,0.6454
12.25,75.03,633.39,2.417,0.383,0.6445
12.27,74.94,631.28,2.405,0.377,0.6459
12.29,74.97,631.75,2.391,0.366,0.6422
12.31,75.01,628.44,2.385,0.358,0.6401
12.29,75.03,628.98,2.362,0.351,0.6422
12.28,75.07,628.22,2.359,0.347,0.6381
12.30,75.08,627.47,2.336,0.346,0.6388
12.31,75.18,624.04,2.291,0.333,0.6389
12.32,75.14,624.90,2.246,0.328,0.6339
12.31,75.16,621.76,2.239,0.320,0.6356
12.29,75.11,618.45,2.206,0.322,0.6303
12.26,75.02,615.28,2.174,0.315,0.6282
12.25,,614.33,2.155,0.318,0.6220
12.25,75.08,615.31,2.118,0.312,0.6210
12.23,75.10,612.40,2.098,0.301,0.6182
12.21,75.02,610.57,2.092,0.304,0.6175
12.20,74.96,607.74,2.087,0.306,0.6159
12.19,74.94,607.42,2.070,0.309,0.6106
12.19,74.81,606.01,2.033,0.307,0.6076
12.18,74.79,602.68,1.999,0.310,0.6068
12.14,74.78,602.62,2.003,0.308,0.6072
12.13,74.78,600.45,2.009,0.303,0.6016
12.10,74.59,600.48,1.992,0.306,0.5966
12.10,74.65,599.49,2.001,0.305,0.5970
12.08,74.56,600.21,1.971,0.308,0.5960
12.06,74.45,598.39,1.980,0.309,0.5936
12.03,74.37,599.56,1.982,0.311,0.5959
12.01,74.40,600.93,2.008,0.322,0.5930
11.98,74.35,598.50,1.989,0.325,0.5892
11.98,74.26,596.65,2.012,0.333,0.5871
11.98,74.23,598.98,2.031,0.340,0.5839
11.98,74.09,597.75,2.029,0.345,0.5847
11.96,74.09,597.50,2.066,0.349,0.5861
11.92,73.99,598.10,2.074,0.358,0.5875
11.88,73.91,597.83,2.080,0.357,0.5904
11.84,73.69,600.77,2.113,0.357,0.5925
11.81,73.66,601.89,2.127,0.368,0.5959
11.78,73.60,603.64,2.171,0.373,0.5978
11.74,73.45,605.19,2.202,0.372,0.5971
11.71,73.39,606.85,2.206,0.383,0.5986
11.69,73.17,608.43,2.243,0.386,0.6001
11.66,73.20,608.86,2.267,0.382,0.6037
11.62,73.14,611.98,2.280,0.393,0.6038
11.59,73.01,613.84,2.312,0.390,0.6025
11.56,72.97,616.71,2.339,0.395,0.6081
11.55,72.98,618.96,2.342,0.391,0.6139
11.53,72.85,619.16,2.346,0.394,0.6159
11.50,72.62,621.17,2.354,0.389,0.6152
11.46,72.46,620.55,2.363,0.395,0.6178
11.43,72.38,620.50,2.365,0.390,0.6211
11.44,72.30,620.63,2.382,0.391,0.6239
11.42,72.24,621.92,2.393,0.385,0.6301
11.41,72.18,622.69,2.417,0.380,0.6358
