p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.379,62.617,848.449,4.174,0.734,1.7522
15.532,63.379,861.008,4.274,0.762,1.7741
15.925,62.559,872.580,4.578,0.721,1.7906
16.002,62.006,865.634,4.460,0.710,1.7959
16.010,62.339,860.226,4.565,0.676,1.7698
16.033,61.465,859.830,4.615,0.658,1.7998
15.989,60.526,841.132,4.433,0.641,1.7802
15.902,59.709,839.745,4.195,0.579,1.7733
16.105,59.340,822.557,4.080,0.617,1.7475
15.718,59.535,814.642,3.932,0.615,1.7504
15.931,58.821,836.984,3.967,0.637,1.6981
15.418,59.693,842.579,3.949,0.655,1.6975
15.323,59.694,858.332,3.862,0.681,1.6793
15.113,58.801,873.668,3.856,0.733,1.6382
15.302,60.220,870.644,4.060,0.759,1.6310
15.209,59.700,879.364,4.248,0.758,1.6405
15.001,60.727,868.982,4.227,0.780,1.6263
14.852,61.477,851.763,4.549,0.720,1.6406
15.073,61.095,843.982,4.590,0.711,1.6561
14.794,62.257,826.207,4.504,0.691,1.6586
14.903,62.043,820.770,4.495,0.670,1.6954
15.297,63.054,820.282,4.349,0.630,1.6871
15.292,62.868,824.157,4.418,0.611,1.7093
15.631,63.058,843.308,4.105,0.609,1.7528
