p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.417,67.714,789.159,3.605,0.664,1.5961
13.472,68.661,806.726,3.799,0.667,1.6258
13.603,68.550,821.928,3.967,0.659,1.6317
13.828,68.372,825.073,3.981,0.611,1.6532
13.767,67.089,810.269,4.103,0.616,1.6740
13.805,66.738,806.105,4.020,0.593,1.6637
14.010,65.904,794.443,3.846,0.544,1.6630
13.684,65.940,774.553,3.655,,1.6197
13.607,64.655,784.249,3.607,0.513,1.6179
13.832,64.090,780.948,3.355,0.521,1.6006
13.467,64.858,771.728,3.286,0.547,1.5967
13.324,64.826,791.437,3.231,0.598,1.5586
13.357,64.198,805.972,3.404,0.634,1.5585
13.194,64.130,825.533,3.272,0.644,1.5243
13.039,65.525,828.082,3.430,0.663,1.5238
12.975,65.525,822.129,3.580,0.672,1.5076
12.780,65.029,805.827,3.713,0.698,1.4809
12.830,66.175,811.268,3.890,0.646,1.4959
12.742,67.403,792.333,3.950,0.632,1.5265
12.728,67.377,779.032,4.105,0.611,1.5339
12.985,68.256,776.194,4.059,0.592,1.5578
13.087,68.290,781.025,3.991,0.531,1.5692
12.996,68.679,786.596,3.822,0.541,1.5760
13.326,67.971,803.446,3.743,0.534,1.6228
