p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.338,68.193,874.570,4.542,0.834,1.8086
14.316,68.840,882.342,4.457,0.805,1.8381
14.559,68.833,893.281,4.768,0.797,1.8369
14.861,68.398,893.739,4.728,0.743,1.8343
14.883,66.925,877.619,4.753,0.767,1.8546
15.025,67.543,867.204,4.786,0.713,1.8286
14.788,67.264,871.162,4.634,0.683,1.8493
14.919,65.333,852.078,4.555,,1.8472
14.936,65.286,845.751,4.476,0.693,1.8066
14.733,64.738,839.999,4.264,0.655,1.7868
14.317,64.160,858.004,4.161,0.704,1.7765
14.291,64.604,868.535,4.165,0.702,1.7510
14.255,64.683,864.627,4.134,0.746,1.7283
13.918,65.154,889.604,4.254,0.801,1.7149
13.787,65.278,900.741,4.218,0.797,1.6794
13.756,65.350,897.518,4.300,0.814,1.6806
13.738,66.556,874.235,4.455,0.815,1.6803
13.811,66.057,862.520,4.660,0.788,1.6768
13.537,67.822,861.089,4.657,0.799,1.6965
13.860,66.932,851.320,4.667,0.723,1.7347
13.780,68.348,839.182,4.641,0.734,1.7391
14.104,68.426,839.662,4.602,0.715,1.7419
14.045,68.178,846.732,4.672,0.659,1.7873
14.433,69.378,866.131,4.491,0.695,1.8034
