p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.020,70.035,722.239,2.977,0.562,1.3621
10.214,69.708,730.588,3.067,0.569,1.3893
10.329,69.382,739.102,3.260,0.510,1.3970
10.273,69.185,739.052,3.269,0.482,1.4250
10.353,69.128,743.498,3.329,0.500,1.4320
10.366,69.386,719.806,3.175,0.473,1.4330
10.579,68.381,719.786,3.181,0.400,1.3922
10.445,68.212,705.585,3.154,0.433,1.3825
10.578,66.836,697.221,2.938,0.399,1.3746
10.264,66.581,687.886,2.801,0.393,1.3627
10.351,66.325,705.277,2.771,0.458,1.3302
9.890,65.934,714.303,2.700,0.478,1.3063
9.977,66.409,730.834,2.700,0.498,1.3161
9.737,66.782,739.761,2.781,0.539,1.2681
9.399,66.756,739.534,2.744,0.527,1.2696
9.384,67.170,733.694,3.012,0.539,1.2764
9.527,67.914,734.919,3.065,0.565,1.2718
9.510,68.183,728.600,3.237,0.536,1.2634
9.223,68.106,701.110,3.387,0.512,1.2828
9.419,68.796,693.531,3.314,0.487,1.2898
9.375,69.562,689.716,3.288,0.449,1.3113
9.754,70.345,688.121,3.138,0.441,1.3197
9.878,70.576,714.137,3.209,0.402,1.3534
9.807,70.160,728.354,3.028,0.399,1.3750
