p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.701,70.148,854.805,4.083,0.772,1.7677
14.744,69.801,870.146,4.161,0.818,1.7897
14.896,70.038,873.462,4.408,0.787,1.8176
14.993,69.518,882.102,4.537,0.744,1.8248
15.280,70.091,875.409,4.395,0.705,1.8298
15.500,69.636,857.029,4.342,0.708,1.8364
15.151,67.813,845.439,4.351,0.642,1.8268
15.337,67.643,830.004,4.187,,1.8192
15.222,67.979,826.594,4.160,0.637,1.7747
15.084,66.608,823.015,4.047,0.672,1.7896
15.109,66.694,835.430,3.916,0.694,1.7563
14.821,66.197,838.808,3.700,0.709,1.7260
14.800,66.979,854.412,3.839,0.736,1.7283
14.709,66.510,874.861,3.787,0.753,1.6934
14.189,66.734,882.942,3.923,0.806,1.6931
14.276,68.232,872.297,4.158,0.820,1.6583
14.005,68.081,873.751,4.308,0.789,1.6733
14.307,68.948,852.675,4.249,0.759,1.6737
14.360,68.963,837.173,4.419,0.744,1.6939
14.185,69.458,830.810,4.539,0.705,1.6944
14.342,69.639,822.815,4.556,0.704,1.7277
14.470,70.483,823.959,4.420,0.667,1.7323
14.555,71.074,835.590,4.281,0.652,1.7770
14.932,70.949,849.154,4.052,0.618,1.7775
