p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.381,64.353,815.876,3.666,0.688,1.6513
14.813,64.491,846.126,3.993,0.702,1.6778
14.899,64.366,838.551,3.976,0.685,1.6951
14.747,63.524,853.876,3.981,0.605,1.7078
15.150,63.230,850.239,4.065,0.611,1.7246
15.276,61.872,839.975,4.023,0.585,1.7045
15.007,61.358,814.796,3.893,0.555,1.7166
15.182,61.259,813.378,3.840,0.516,1.6778
15.073,60.930,794.866,3.583,0.510,1.6538
14.738,61.062,809.068,3.503,0.554,1.6580
14.639,60.683,807.421,3.334,0.550,1.6350
14.529,59.352,822.364,3.409,0.602,1.6055
14.463,59.738,822.890,3.473,0.641,1.5779
14.447,59.648,852.703,3.463,0.680,1.5832
14.234,59.819,854.392,3.530,0.683,1.5741
14.064,60.928,854.893,3.625,0.670,1.5551
14.058,61.735,833.890,3.770,0.696,1.5449
14.062,61.213,822.034,3.885,0.689,1.5419
13.909,62.774,817.991,3.936,0.622,1.5513
13.925,63.093,795.965,3.986,0.595,1.5953
14.250,62.725,800.594,4.124,0.597,1.6015
14.139,62.942,809.334,4.059,0.559,1.6001
14.237,63.260,804.863,3.910,0.502,1.6588
14.683,63.370,829.723,3.701,0.537,1.6492
