p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.630,69.887,847.852,4.206,0.785,1.7699
14.621,69.919,859.681,4.433,0.793,1.7731
14.919,69.409,860.282,4.338,0.763,1.8000
15.030,69.254,863.353,4.524,0.744,1.8222
15.160,68.928,861.376,4.577,0.734,1.8143
15.369,67.125,851.747,4.601,0.673,1.7936
15.420,67.813,831.056,4.302,0.629,1.8105
15.093,66.542,836.665,4.270,0.643,1.7956
15.119,66.858,825.517,4.160,0.619,1.7529
14.960,66.264,824.128,4.084,0.648,1.7642
14.995,65.933,826.931,4.002,0.673,1.7231
14.767,65.824,832.447,3.911,0.713,1.7275
14.462,65.323,,3.859,0.754,1.7074
14.374,65.110,853.397,3.910,0.775,1.6571
14.363,65.838,874.634,3.940,0.784,1.6600
14.286,66.293,872.961,4.213,0.784,1.6594
13.944,67.356,857.128,4.314,0.802,1.6567
14.200,66.718,855.529,4.453,0.801,1.6648
13.907,67.356,828.949,4.421,0.748,1.6646
14.054,68.376,819.536,4.635,0.716,1.6952
14.267,68.769,821.275,4.486,0.678,1.6995
14.330,68.739,817.417,4.394,0.665,1.7117
14.320,69.098,825.024,4.424,0.631,1.7339
14.765,69.128,846.570,4.282,0.647,1.7607
