p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.895,66.988,848.497,4.304,0.772,1.7363
13.910,66.907,855.236,4.528,0.809,1.7344
14.204,66.384,855.135,4.631,0.777,1.7682
14.246,65.325,873.713,4.630,0.725,1.7681
14.414,65.343,858.980,4.625,0.718,1.7744
14.642,65.615,851.477,4.764,0.675,1.7680
14.469,65.126,829.512,4.701,0.634,1.7853
14.544,64.260,818.405,4.573,0.651,1.7404
14.332,63.477,820.758,4.430,0.608,1.7459
14.268,62.445,822.173,4.100,0.640,1.7132
13.991,63.417,824.265,4.170,0.655,1.6873
13.836,62.448,841.437,4.102,0.689,1.6615
13.748,63.155,848.874,4.097,0.723,1.6568
13.580,62.334,860.125,4.045,0.746,1.6517
13.589,63.215,863.268,4.209,0.806,1.6412
13.337,63.887,867.829,4.245,0.767,1.6402
13.499,64.778,864.026,4.447,0.777,1.6056
13.442,65.175,836.262,4.663,0.764,1.6135
13.371,64.678,841.209,4.592,0.769,1.6495
13.498,66.099,828.945,4.616,0.686,1.6425
13.275,65.592,819.718,4.713,0.664,1.6514
13.510,66.971,820.299,4.598,0.661,1.7081
13.734,66.625,836.017,4.627,0.620,1.7081
13.955,66.606,850.989,4.404,0.609,1.7114
