p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.452,75.123,792.765,3.500,0.684,1.5893
12.626,75.334,795.755,3.681,0.677,1.6040
12.602,74.159,806.350,3.731,0.706,1.6529
12.836,74.440,804.434,3.715,0.678,1.6366
12.852,73.920,804.008,3.830,0.591,1.6611
12.845,73.468,790.881,3.744,0.597,1.6531
12.999,73.278,787.342,3.559,0.539,1.6558
12.935,72.330,761.253,3.630,0.549,1.6169
12.775,71.093,751.906,3.466,0.544,1.6074
12.667,70.914,767.125,3.139,0.532,1.5938
12.508,71.137,767.807,3.205,0.582,1.5564
12.474,71.137,770.612,3.212,0.637,1.5451
12.097,71.448,797.405,3.083,0.622,1.5348
12.196,71.563,813.101,3.186,0.664,1.5202
11.859,71.297,817.820,3.184,0.670,1.4849
11.982,72.424,810.329,3.488,0.675,1.4877
11.764,72.339,804.076,3.653,0.679,1.4958
11.782,72.677,784.247,3.651,0.694,1.4924
11.781,73.266,782.820,3.685,0.652,1.5082
11.580,74.650,756.724,3.753,0.647,1.5000
11.822,74.715,761.412,3.715,0.603,1.5479
11.821,74.271,758.246,3.641,0.569,1.5650
12.271,75.177,766.113,3.624,0.554,1.5641
12.118,75.101,790.943,3.384,0.559,1.6194
