p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.632,67.009,818.715,3.853,0.742,1.6381
13.117,65.703,824.301,4.128,0.700,1.6369
13.135,65.416,840.384,4.145,0.718,1.6544
13.084,65.731,847.725,4.309,0.689,1.6635
13.431,64.881,831.478,4.253,0.640,1.6708
13.213,64.559,823.685,4.277,0.576,1.6869
13.470,64.316,806.441,4.210,0.591,1.6892
13.489,64.436,789.535,4.148,,1.6422
13.449,62.908,799.576,3.819,0.542,1.6501
13.177,63.449,789.937,3.809,0.554,1.6411
13.056,61.977,792.663,3.661,0.598,1.5924
12.707,63.013,801.902,3.725,0.627,1.5756
12.655,62.652,817.271,3.640,0.663,1.5728
12.539,62.252,824.910,3.744,0.661,1.5325
12.415,63.602,843.872,3.670,0.695,1.5276
12.176,63.925,841.793,3.861,0.743,1.5354
12.312,63.996,822.847,3.992,0.685,1.5128
12.052,63.880,811.094,4.196,0.669,1.5170
12.150,64.604,804.837,4.190,0.660,1.5510
12.229,65.319,786.483,4.299,0.630,1.5291
12.457,66.526,785.684,4.339,0.607,1.5590
12.666,66.878,793.277,4.131,0.584,1.6046
12.615,66.628,805.643,4.195,0.540,1.6122
12.723,66.243,820.818,3.947,0.531,1.6134
