p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.80,73.77,644.78,2.338,0.395,0.6259
11.81,73.79,644.04,2.333,0.397,0.6282
11.86,73.99,645.88,2.366,0.405,0.6268
11.88,74.20,648.05,2.377,0.404,0.6300
11.90,74.24,645.92,2.405,0.412,0.6289
11.94,74.31,645.78,2.438,0.405,0.6321
11.98,74.48,646.85,2.424,0.412,0.6331
12.01,74.65,644.54,2.421,0.418,0.6394
12.04,74.79,644.80,2.414,0.410,0.6378
12.07,74.90,642.37,2.404,0.416,0.6424
12.07,74.79,642.50,2.423,0.413,0.6454
12.08,74.84,642.24,2.444,0.406,0.6491
12.11,74.77,642.16,2.428,0.404,0.6530
12.12,74.92,639.78,2.447,0.396,0.6503
12.16,74.89,638.38,2.445,0.398,0.6478
12.17,75.04,637.90,2.432,0.394,0.6457
12.18,75.06,635.24,2.417,0.393,0.6441
12.18,75.06,633.12,2.434,0.385,0.6449
12.21,75.18,632.92,2.405,0.380,0.6476
12.22,75.26,630.05,2.398,0.371,0.6455
12.22,75.23,629.39,2.378,0.362,0.6443
12.26,75.14,630.07,2.384,0.356,0.6428
12.29,75.03,628.66,2.380,0.351,0.6413
12.28,74.95,627.49,2.353,0.339,0.6409
12.27,74.95,625.96,2.340,0.341,0.6433
12.29,74.90,622.38,2.328,0.335,0.6393
12.28,74.83,621.05,2.296,0.335,0.6388
12.31,74.90,621.38,2.263,0.336,0.6392
12.33,74.97,621.06,2.224,0.328,0.6377
12.35,74.97,618.94,2.211,0.321,0.6376
12.35,75.02,619.00,2.175,0.318,0.6363
12.33,,618.53,2.145,0.309,0.6298
12.31,74.97,617.11,2.104,0.301,0.6258
12.31,75.03,613.05,2.109,0.296,0.6233
12.30,75.06,610.84,2.109,0.302,0.6170
12.28,75.00,607.37,2.109,0.302,0.6107
12.26,74.84,608.87,2.094,0.300,0.6062
12.24,74.83,609.80,2.069,0.295,0.6044
12.21,74.69,606.21,2.050,0.294,0.6021
12.20,74.55,607.33,2.058,0.295,0.6025
12.21,74.46,603.76,2.063,0.303,0.6010
12.20,74.35,602.48,2.055,0.305,0.6018
12.16,74.26,603.15,2.054,0.311,0.5966
12.15,74.15,603.74,2.032,0.317,0.5953
12.13,74.18,605.35,2.019,0.317,0.5904
12.09,74.25,605.15,1.996,0.327,0.5874
12.08,74.13,603.92,1.990,0.338,0.5897
12.06,74.12,605.77,2.006,0.344,0.5919
12.04,73.93,604.45,2.009,0.348,0.5909
11.99,73.91,605.84,2.033,0.347,0.5870
11.96,73.89,607.38,2.031,0.356,0.5839
11.95,73.70,606.23,2.053,0.356,0.5878
11.90,73.54,606.90,2.081,0.365,0.5912
11.89,73.44,607.57,2.114,0.369,0.5920
11.84,73.36,607.73,2.130,0.380,0.5890
11.82,73.30,608.64,2.168,0.385,0.5934
11.82,73.34,608.12,2.185,0.390,0.5930
11.78,73.31,607.04,2.183,0.387,0.5979
11.78,73.18,608.11,2.190,0.383,0.5997
11.77,73.00,609.25,2.198,0.392,0.6030
11.73,73.04,611.48,2.230,0.402,0.6059
11.69,72.90,611.17,2.276,0.406,0.6066
11.68,72.86,610.06,2.315,0.410,0.6051
11.64,72.70,609.43,2.315,0.409,0.6049
11.62,72.54,610.52,2.349,0.413,0.6057
11.62,72.39,613.60,2.354,0.408,0.6112
11.57,72.39,615.93,2.365,0.409,0.6131
11.54,72.35,618.18,2.396,0.399,0.6190
11.52,72.26,621.86,2.421,0.397,0.6202
11.51,72.21,622.48,2.457,0.393,0.6248
11.51,72.13,623.75,2.455,0.392,0.6246
11.50,72.07,624.76,2.482,0.391,0.6310
