p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.657,66.988,833.179,4.139,0.768,1.6818
13.775,67.653,834.745,4.289,0.730,1.7241
14.154,67.069,854.043,4.560,0.745,1.7426
14.191,66.132,848.541,4.612,0.702,1.7545
14.288,66.227,854.370,4.487,0.677,1.7516
14.321,66.003,849.218,4.548,0.645,1.7428
14.220,65.596,825.629,4.385,0.605,1.7522
14.378,63.672,817.534,4.230,,1.7475
14.066,64.151,816.911,4.141,0.608,1.7076
13.989,63.746,814.829,4.010,0.630,1.6785
14.123,62.978,814.265,3.903,0.654,1.6824
13.845,63.409,814.268,3.882,0.680,1.6609
13.616,63.431,845.405,3.887,0.723,1.6393
13.467,63.630,845.908,3.894,0.703,1.6190
13.239,64.188,848.995,4.067,0.775,1.5901
13.133,63.984,853.770,4.117,0.743,1.6049
13.229,63.927,841.710,4.393,0.773,1.5997
13.290,65.427,841.010,4.344,0.773,1.5962
13.323,65.623,813.102,4.478,0.707,1.6116
13.384,65.519,815.806,4.593,0.716,1.6060
13.490,66.288,815.431,4.441,0.685,1.6263
13.516,66.558,810.962,4.491,0.607,1.6728
13.764,66.396,822.223,4.298,0.583,1.6860
13.758,67.830,839.992,4.204,0.576,1.6940
