p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.85,74.04,647.15,2.338,0.388,0.6102
11.86,74.08,648.82,2.359,0.392,0.6168
11.89,74.14,647.20,2.372,0.392,0.6227
11.90,74.13,647.12,2.393,0.401,0.6247
11.91,74.22,647.59,2.426,0.400,0.6290
11.95,74.35,649.68,2.439,0.397,0.6341
11.97,74.33,647.22,2.441,0.395,0.6368
12.00,74.39,645.97,2.465,0.394,0.6383
12.02,74.39,645.08,2.468,0.394,0.6398
12.05,74.51,644.21,2.487,0.388,0.6428
12.08,74.67,641.72,2.508,0.383,0.6448
12.11,74.79,641.16,2.498,0.380,0.6498
12.12,74.87,641.10,2.510,0.373,0.6497
12.16,74.80,639.56,2.498,0.374,0.6492
12.18,74.74,637.22,2.496,0.373,0.6521
12.17,74.77,637.75,2.476,0.367,0.6529
12.18,74.78,635.90,2.479,0.363,0.6548
12.17,74.82,635.31,2.485,0.358,0.6537
12.20,74.83,634.55,2.491,0.350,0.6551
12.20,74.93,634.51,2.467,0.350,0.6542
12.20,74.96,633.83,2.473,0.344,0.6508
12.21,75.09,630.48,2.440,0.336,0.6506
12.24,75.05,630.40,2.395,0.327,0.6458
12.28,75.02,629.60,2.399,0.326,0.6475
12.30,75.09,630.46,2.382,0.320,0.6460
12.28,75.18,628.48,2.373,0.316,0.6437
12.31,75.18,627.54,2.348,0.307,0.6420
12.33,75.19,627.74,2.314,0.305,0.6391
12.35,75.06,627.96,2.291,0.305,0.6369
12.34,75.13,624.48,2.280,0.297,0.6365
12.33,75.01,622.83,2.263,0.288,0.6310
12.32,,619.75,2.242,0.287,0.6316
12.30,74.98,617.92,2.202,0.282,0.6251
12.29,74.89,618.51,2.150,0.284,0.6193
12.25,74.92,615.70,2.122,0.286,0.6192
12.26,74.86,611.97,2.099,0.292,0.6184
12.24,74.85,610.76,2.066,0.295,0.6145
12.22,74.70,609.39,2.046,0.298,0.6117
12.22,74.56,608.67,2.053,0.296,0.6102
12.22,74.45,607.28,2.022,0.303,0.6044
12.20,74.45,604.46,1.999,0.308,0.6046
12.19,74.35,604.10,1.971,0.313,0.6051
12.19,74.30,604.27,1.980,0.316,0.6056
12.18,74.35,605.79,1.990,0.326,0.6040
12.15,74.30,602.27,2.007,0.332,0.5978
12.13,74.11,599.34,2.000,0.335,0.5934
12.12,74.16,599.82,1.976,0.332,0.5896
12.06,74.03,597.80,1.980,0.342,0.5892
12.06,73.99,599.76,1.987,0.352,0.5878
12.04,73.92,601.36,1.981,0.355,0.5883
12.00,73.82,603.90,2.016,0.359,0.5859
11.98,73.65,603.36,2.041,0.366,0.5877
11.96,73.62,602.63,2.056,0.373,0.5868
11.93,73.49,603.31,2.086,0.376,0.5882
11.90,73.44,604.47,2.084,0.376,0.5922
11.85,73.40,602.56,2.123,0.376,0.5916
11.81,73.34,602.04,2.159,0.386,0.5961
11.78,73.34,602.20,2.200,0.391,0.5967
11.74,73.14,605.12,2.226,0.401,0.6016
11.73,72.98,605.51,2.226,0.401,0.6016
11.70,72.95,607.09,2.259,0.406,0.6000
11.67,72.76,607.81,2.278,0.409,0.5985
11.65,72.79,607.11,2.311,0.414,0.6048
11.60,72.76,610.16,2.333,0.419,0.6064
11.58,72.76,611.37,2.328,0.416,0.6062
11.54,72.62,614.61,2.373,0.407,0.6076
11.54,72.64,617.17,2.403,0.405,0.6098
11.51,72.43,616.76,2.425,0.401,0.6134
11.50,72.33,617.37,2.421,0.398,0.6133
11.46,72.18,618.94,2.437,0.390,0.6183
11.46,72.15,620.60,2.430,0.392,0.6239
11.46,72.11,623.97,2.448,0.390,0.6257
