p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.881,69.066,873.541,4.435,0.861,1.8272
15.020,70.016,890.602,4.657,0.814,1.8688
15.357,69.185,904.139,4.632,0.811,1.8748
15.343,69.749,889.305,4.898,0.783,1.8817
15.733,68.431,898.219,4.896,0.756,1.8860
15.710,68.123,878.476,4.869,0.717,1.8973
15.471,67.719,874.936,4.651,0.711,1.8989
15.491,66.352,866.575,4.576,0.693,1.8851
15.616,66.193,850.142,4.467,0.686,1.8641
15.574,65.985,858.079,4.215,0.680,1.8318
15.196,66.227,851.574,4.243,0.731,1.8092
14.970,65.089,858.392,4.121,0.760,1.8031
14.962,65.230,882.093,4.101,0.791,1.7510
14.950,65.413,895.747,4.159,0.800,1.7603
14.859,66.169,887.552,4.243,0.847,1.7272
14.550,66.391,889.787,4.531,0.840,1.7504
14.537,66.925,885.231,4.484,0.843,1.7186
14.493,67.573,872.053,4.620,0.803,1.7459
14.396,68.905,859.094,4.877,0.837,1.7627
14.683,68.399,858.790,4.908,0.780,1.7452
14.464,69.327,848.401,4.821,0.755,1.7645
14.800,70.233,860.160,4.835,0.729,1.7878
15.058,69.621,865.798,4.615,0.720,1.8104
14.927,69.489,875.593,4.442,0.678,1.8570
