p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.429,63.206,878.080,4.676,0.827,1.8360
15.424,62.652,892.732,4.834,0.792,1.8596
15.546,62.705,915.525,4.750,0.818,1.8728
15.848,62.491,904.226,4.910,0.734,1.8662
15.836,62.644,899.114,4.876,0.736,1.8796
16.083,61.422,887.848,4.820,0.679,1.8757
15.770,60.752,884.427,4.764,0.645,1.8757
16.073,61.207,879.372,4.749,0.663,1.8693
15.777,60.573,862.125,4.515,0.669,1.8516
15.552,59.023,860.285,4.451,0.677,1.8367
15.764,59.307,870.181,4.310,0.690,1.7873
15.384,59.612,888.748,4.149,0.690,1.7912
15.449,58.555,888.744,4.248,0.742,1.7549
15.157,59.144,908.455,4.362,0.800,1.7464
14.821,59.758,907.897,4.342,0.784,1.7278
14.836,59.993,919.874,4.528,0.835,1.7105
14.608,61.232,898.306,4.701,0.801,1.7027
14.623,61.489,885.927,4.889,0.775,1.7296
14.621,61.796,868.032,4.798,0.744,1.7416
14.961,62.248,857.415,4.981,0.714,1.7575
14.815,62.177,865.626,4.996,0.699,1.7761
15.078,62.668,856.352,4.822,0.681,1.7778
15.118,62.920,880.464,4.699,0.670,1.8252
15.207,62.922,892.763,4.540,0.649,1.8372
