p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.924,67.031,767.027,3.370,0.588,1.4805
12.455,67.188,781.124,3.513,0.600,1.4976
12.487,66.282,777.892,3.651,0.584,1.5224
12.456,66.480,781.737,3.555,0.548,1.5444
12.543,66.250,791.714,3.662,0.499,1.5260
12.606,64.828,770.302,3.491,0.501,1.5336
12.573,63.893,766.732,3.587,0.452,1.5402
12.729,64.193,744.973,3.400,,1.5211
12.635,63.363,742.262,3.159,0.452,1.4849
12.613,62.656,745.993,3.047,0.461,1.4663
12.367,63.504,747.888,3.020,0.496,1.4510
12.128,62.988,747.673,3.061,0.496,1.4388
12.174,62.147,775.765,2.852,0.550,1.4366
11.827,62.756,785.440,3.092,0.562,1.3837
11.550,62.935,796.369,3.229,0.574,1.3983
11.622,63.150,787.080,3.192,0.617,1.3690
11.634,63.995,770.887,3.428,0.599,1.3785
11.567,65.276,759.740,3.444,0.586,1.3779
11.376,66.004,751.900,3.575,0.556,1.4139
11.497,65.515,747.859,3.633,0.549,1.4132
11.687,65.707,743.372,3.732,0.488,1.4459
11.767,66.344,745.329,3.672,0.481,1.4490
12.135,66.409,746.017,3.373,0.478,1.4510
12.229,67.104,758.519,3.313,0.453,1.5082
