p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.901,73.644,798.234,3.684,0.716,1.6035
11.935,73.619,819.602,3.776,0.734,1.6571
12.068,72.979,830.536,4.065,0.682,1.6595
12.355,73.087,828.863,4.141,0.656,1.6691
12.248,72.457,820.079,3.987,0.619,1.6532
12.544,70.940,813.788,4.029,0.607,1.6671
12.521,71.631,793.666,3.979,0.578,1.6537
12.545,70.449,782.945,3.934,0.584,1.6568
12.460,70.115,780.664,3.720,0.569,1.6159
12.175,69.296,776.863,3.600,0.567,1.6031
11.948,68.928,782.999,3.419,0.628,1.6071
11.908,68.876,790.382,3.485,0.635,1.5656
11.624,68.997,810.927,3.472,0.690,1.5347
11.669,68.938,823.013,3.431,0.699,1.5249
11.541,69.679,818.945,3.622,0.741,1.5249
11.192,70.411,831.164,3.626,0.738,1.5117
11.133,70.405,812.192,3.861,0.729,1.4960
11.244,70.568,813.734,4.046,0.741,1.4945
11.088,72.202,799.596,4.050,0.716,1.5275
11.178,72.128,774.560,3.991,0.651,1.5582
11.400,72.427,773.796,3.988,0.604,1.5519
11.609,72.096,785.746,3.952,0.598,1.5691
11.752,73.707,791.745,3.819,0.600,1.6028
11.604,72.840,803.487,3.697,0.566,1.6104
