p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.697,71.643,794.935,4.037,0.751,1.6542
12.612,72.112,808.295,4.267,0.747,1.6818
12.868,70.778,820.445,4.307,0.754,1.6891
12.999,71.388,819.124,4.471,0.707,1.6880
12.916,70.869,828.225,4.360,0.678,1.7163
13.114,69.705,817.755,4.440,0.635,1.7169
12.998,68.470,807.243,4.390,0.657,1.6799
12.977,69.168,786.873,4.225,0.630,1.6955
13.037,68.195,774.810,4.158,0.606,1.6713
13.009,67.103,777.491,4.021,0.635,1.6235
12.910,66.771,786.899,3.707,0.637,1.6022
12.677,66.890,797.324,3.710,0.682,1.5826
12.598,67.643,816.567,3.709,0.679,1.5950
12.219,67.846,829.642,3.808,0.752,1.5623
12.143,67.721,825.902,4.020,0.779,1.5465
11.924,68.795,822.459,4.030,0.788,1.5483
11.927,69.285,825.969,4.171,0.794,1.5306
11.916,68.577,808.878,4.265,0.758,1.5502
11.846,69.843,788.392,4.432,0.743,1.5614
12.117,70.862,787.737,4.531,0.701,1.5520
12.151,71.095,777.603,4.451,0.670,1.5800
12.164,71.696,783.747,4.428,0.618,1.6213
12.498,71.224,785.340,4.151,0.600,1.6337
12.707,70.762,796.017,4.152,0.615,1.6685
