p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.240,71.811,765.958,3.665,0.694,1.5460
12.127,72.087,775.440,3.626,0.698,1.5725
12.374,71.529,793.121,3.815,0.678,1.5778
12.735,71.724,790.457,3.790,0.646,1.6116
12.819,70.955,788.095,3.938,0.630,1.6137
12.516,70.524,780.646,3.801,0.551,1.6004
12.572,70.134,777.522,3.727,0.550,1.6034
12.465,69.564,753.848,3.641,0.565,1.5856
12.442,69.007,757.172,3.614,0.559,1.5799
12.467,68.763,752.071,3.404,0.564,1.5575
12.530,69.066,759.796,3.388,0.544,1.5386
12.366,68.085,765.019,3.181,0.585,1.5045
12.207,67.878,,3.231,0.623,1.4692
11.799,69.153,793.849,3.348,0.650,1.4855
11.626,69.398,797.860,3.419,0.668,1.4660
11.779,68.722,794.394,3.506,0.667,1.4323
11.433,70.456,777.029,3.609,0.716,1.4348
11.412,69.693,779.627,3.806,0.694,1.4562
11.384,71.494,751.523,3.801,0.645,1.4750
11.674,71.902,741.374,3.912,0.645,1.4807
11.621,72.683,748.625,3.936,0.559,1.4952
11.804,71.751,745.237,3.842,0.551,1.5372
11.891,72.833,762.196,3.629,0.524,1.5296
12.188,72.011,762.110,3.486,0.564,1.5532
