p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.997,72.158,864.560,4.225,0.834,1.8496
15.127,72.110,880.256,4.352,0.824,1.8497
15.190,70.468,893.310,4.466,0.783,1.8511
15.550,70.976,885.055,4.490,0.762,1.8603
15.691,69.979,886.870,4.648,0.742,1.8937
15.769,69.302,870.536,4.519,0.717,1.8602
15.504,69.940,872.613,4.381,0.710,1.8867
15.370,68.041,851.274,4.225,,1.8436
15.362,68.373,845.199,4.205,0.687,1.8417
15.424,67.983,842.155,3.985,0.657,1.8080
15.195,67.282,851.762,4.029,0.725,1.7929
14.944,66.850,868.240,3.840,0.737,1.7692
14.936,67.247,880.229,3.836,0.764,1.7576
14.681,66.832,896.131,4.035,0.818,1.7586
14.434,67.293,897.058,4.090,0.837,1.7461
14.625,68.413,887.527,4.210,0.800,1.7052
14.340,69.419,890.536,4.424,0.831,1.7299
14.534,69.767,878.489,4.489,0.826,1.7382
14.364,70.059,861.025,4.644,0.800,1.7306
14.488,70.763,844.365,4.702,0.739,1.7320
14.399,71.174,844.372,4.476,0.745,1.7816
14.742,70.808,855.778,4.458,0.671,1.7965
14.701,71.544,854.909,4.400,0.647,1.8026
14.815,71.178,859.027,4.299,0.688,1.8434
