p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.954,70.008,783.471,3.823,0.680,1.5717
11.058,71.148,792.750,3.927,0.701,1.5760
11.398,70.322,800.952,3.944,0.667,1.5755
11.267,70.698,806.753,4.132,0.654,1.5951
11.510,69.471,801.003,4.081,0.620,1.5964
11.617,68.884,793.777,4.125,0.589,1.6020
11.654,69.456,781.450,4.077,0.549,1.5889
11.645,68.799,770.291,3.789,0.557,1.5742
11.484,67.790,757.823,3.680,0.550,1.5537
11.429,66.858,764.218,3.470,0.581,1.5588
11.200,66.197,773.524,3.454,0.567,1.5327
10.971,66.264,785.159,3.449,0.592,1.5156
10.883,66.451,796.858,3.330,0.656,1.4733
10.748,66.354,798.551,3.380,0.648,1.4601
10.427,67.286,806.511,3.627,0.676,1.4409
10.408,67.179,820.219,3.672,0.669,1.4587
10.497,68.667,807.158,3.770,0.672,1.4506
10.391,68.026,786.522,3.916,0.711,1.4462
10.298,68.567,771.534,3.960,0.644,1.4763
10.292,70.102,759.476,4.171,0.598,1.4930
10.527,69.638,760.209,4.075,0.601,1.5126
10.425,71.013,759.460,3.992,0.593,1.5092
10.692,71.287,781.008,3.935,0.564,1.5246
10.978,70.094,796.849,3.678,0.535,1.5648
