p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
9.456,69.640,674.501,2.434,0.499,1.2682
9.719,69.665,690.428,2.527,0.461,1.2801
9.522,69.627,704.195,2.767,0.443,1.2985
9.962,68.976,710.058,2.877,0.422,1.2913
10.116,69.059,691.279,2.752,0.420,1.3139
10.110,69.174,689.685,2.924,0.361,1.3106
10.130,68.453,682.830,2.739,0.355,1.2832
9.857,67.393,654.819,2.530,0.304,1.2801
9.944,67.030,652.847,2.383,0.312,1.2897
9.838,67.023,647.946,2.373,0.316,1.2475
9.835,66.790,661.868,2.258,0.379,1.2418
9.373,65.670,668.564,2.102,0.371,1.2269
9.469,66.122,688.854,2.132,0.446,1.1875
9.067,66.160,698.498,2.157,0.456,1.1880
8.981,66.399,713.428,2.320,0.449,1.1412
8.754,67.451,708.398,2.434,0.458,1.1471
9.033,67.777,704.199,2.681,0.453,1.1590
8.874,68.323,677.741,2.755,0.444,1.1518
8.794,69.533,676.557,2.754,0.442,1.1513
9.032,69.913,654.545,2.883,0.417,1.1650
9.067,69.828,659.631,2.837,0.348,1.1904
8.896,70.795,664.377,2.835,0.339,1.2006
9.389,71.041,657.723,2.636,0.306,1.2505
9.506,69.805,678.506,2.512,0.311,1.2761
