p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.275,69.695,727.534,3.230,0.609,1.4080
10.393,70.308,746.698,3.306,0.592,1.4168
10.356,69.489,745.802,3.347,0.591,1.4344
10.429,68.785,746.485,3.572,0.513,1.4560
10.767,69.534,741.179,3.470,0.521,1.4350
10.638,67.867,746.587,3.536,0.492,1.4351
10.674,67.721,730.123,3.318,0.445,1.4328
10.765,67.249,714.903,3.209,0.451,1.4278
10.724,66.635,715.386,3.229,0.428,1.4035
10.431,66.493,714.848,3.054,0.460,1.3779
10.239,66.391,719.211,2.887,0.440,1.3846
10.322,65.675,728.517,2.763,0.518,1.3351
9.993,66.733,731.186,2.806,0.517,1.3102
9.682,66.169,742.986,2.993,0.549,1.2932
9.894,66.991,757.476,3.048,0.557,1.2908
9.742,67.160,746.332,3.162,0.586,1.2720
9.366,66.940,752.476,3.266,0.601,1.2912
9.346,67.524,729.427,3.272,0.567,1.3061
9.495,67.784,728.143,3.494,0.518,1.3048
9.464,68.350,708.161,3.537,0.500,1.3156
9.727,68.702,714.551,3.386,0.485,1.3377
9.984,69.795,705.612,3.409,0.464,1.3776
9.840,69.152,722.781,3.262,0.451,1.3852
10.209,70.376,726.650,3.051,0.433,1.4137
