p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.223,64.179,921.592,4.999,0.906,1.9495
17.311,63.382,933.163,5.202,0.882,1.9832
17.334,63.022,945.052,5.338,0.910,1.9856
17.636,62.909,939.777,5.420,0.855,1.9868
17.614,61.933,933.463,5.400,0.799,1.9909
17.584,61.984,933.862,5.464,0.798,2.0062
17.634,62.055,918.935,5.367,0.796,1.9888
17.794,60.463,908.044,5.312,0.758,1.9690
17.799,60.272,880.988,4.969,0.737,1.9813
17.443,59.520,891.604,4.899,0.779,1.9363
17.237,60.185,905.353,4.792,0.802,1.9062
17.085,60.093,914.611,4.652,0.840,1.8978
17.131,59.155,915.791,4.645,0.835,1.8684
16.862,58.976,924.882,4.847,0.864,1.8520
16.657,59.753,941.981,4.992,0.923,1.8580
16.823,59.554,935.834,5.088,0.896,1.8401
16.734,60.600,937.009,5.266,0.883,1.8452
16.435,61.581,917.235,5.404,0.896,1.8439
16.666,61.083,901.942,5.309,0.879,1.8461
16.666,62.337,893.848,5.420,0.827,1.8620
16.845,62.093,897.660,5.349,0.824,1.8946
16.709,62.532,900.566,5.455,0.777,1.9099
16.961,62.592,909.517,5.320,0.763,1.9257
17.319,63.569,919.224,5.022,0.750,1.9374
