p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
15.099,62.803,877.545,4.364,0.782,1.7844
15.075,61.990,880.402,4.533,0.776,1.7951
15.290,62.060,883.686,4.828,0.784,1.8114
15.667,62.091,898.765,4.672,0.724,1.8141
15.546,61.928,884.714,4.890,0.717,1.8263
15.584,61.447,877.251,4.654,0.647,1.8235
15.825,60.776,867.595,4.641,0.670,1.8411
15.562,60.488,847.076,4.589,0.648,1.8211
15.621,58.653,848.169,4.527,0.606,1.8084
15.486,58.748,836.514,4.350,0.637,1.7776
15.453,59.114,853.275,4.117,0.662,1.7687
15.063,57.768,861.004,4.148,0.694,1.7103
15.101,59.092,867.320,4.089,0.736,1.6943
14.842,58.776,884.433,4.112,0.775,1.6839
14.736,58.441,899.078,4.347,0.790,1.6857
14.520,59.943,895.105,4.446,0.789,1.6560
14.518,59.884,876.919,4.502,0.806,1.6538
14.499,60.042,879.170,4.655,0.767,1.6552
14.342,61.542,850.566,4.816,0.734,1.6767
14.731,61.814,842.172,4.692,0.691,1.7016
14.704,61.015,853.577,4.908,0.677,1.7220
14.807,61.562,851.637,4.818,0.632,1.7195
14.747,62.345,849.057,4.687,0.609,1.7488
15.031,61.952,873.555,4.566,0.611,1.7804
