p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.703,68.724,817.084,3.796,0.746,1.6765
13.719,69.035,830.368,3.873,0.696,1.6895
13.944,68.604,838.484,3.950,0.703,1.6907
13.813,69.006,845.954,4.219,0.683,1.6932
13.994,67.703,844.875,4.154,0.653,1.7240
14.167,66.882,817.288,4.161,0.583,1.6969
14.240,67.601,819.948,3.876,0.557,1.7045
14.227,66.798,801.960,3.828,,1.6811
14.031,66.193,797.142,3.649,0.567,1.6601
13.731,65.414,790.925,3.519,0.577,1.6361
13.976,64.698,788.697,3.400,0.573,1.6191
13.479,65.417,813.263,3.418,0.622,1.6156
13.290,65.288,827.665,3.329,0.633,1.5852
13.163,64.755,826.690,3.537,0.683,1.5810
13.236,66.229,845.676,3.692,0.690,1.5643
13.152,65.206,840.994,3.706,0.709,1.5533
13.049,66.359,839.315,3.939,0.734,1.5343
13.057,66.615,811.413,3.939,0.719,1.5617
13.013,66.932,802.783,3.963,0.687,1.5835
12.877,67.679,788.152,4.201,0.651,1.5869
13.058,69.213,795.490,4.181,0.587,1.6071
13.300,69.297,788.095,4.066,0.591,1.6035
13.466,69.020,793.352,3.813,0.595,1.6249
13.460,68.978,813.180,3.728,0.552,1.6534
