p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.198,70.111,745.391,3.473,0.613,1.4767
11.037,69.982,760.871,3.645,0.615,1.4944
11.168,70.948,776.162,3.602,0.627,1.5211
11.523,70.776,772.269,3.826,0.581,1.5286
11.651,68.924,773.925,3.740,0.568,1.5031
11.615,68.748,750.934,3.702,0.504,1.5284
11.784,67.769,739.071,3.575,0.488,1.5141
11.694,68.136,730.483,3.392,0.458,1.5082
11.414,67.692,732.759,3.406,0.498,1.4709
11.378,66.479,727.008,3.147,0.512,1.4680
11.450,66.371,733.846,3.016,0.487,1.4490
11.003,66.143,736.566,2.982,0.525,1.4345
10.839,66.391,757.696,2.991,0.576,1.4023
10.751,67.092,764.264,3.136,0.626,1.3635
10.805,66.966,772.236,3.139,0.640,1.3632
10.684,68.021,764.705,3.390,0.639,1.3750
10.602,67.375,768.245,3.426,0.635,1.3414
10.298,68.817,744.133,3.524,0.627,1.3593
10.414,69.248,727.717,3.749,0.605,1.3890
10.320,69.494,723.270,3.775,0.541,1.4054
10.534,70.012,715.781,3.605,0.552,1.4057
10.769,70.305,722.790,3.726,0.491,1.4233
10.823,70.912,730.014,3.642,0.509,1.4606
11.210,70.711,745.420,3.456,0.507,1.4672
