p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.355,67.551,785.676,3.401,0.668,1.5531
12.428,66.782,802.447,3.619,0.647,1.5624
12.486,67.266,796.579,3.568,0.644,1.5873
12.838,66.624,797.592,3.751,0.608,1.5762
12.736,66.170,808.581,3.653,0.531,1.5767
12.974,65.449,789.893,3.805,0.509,1.5965
12.943,65.943,784.836,3.603,0.473,1.5672
13.089,64.377,765.142,3.633,,1.5585
12.816,64.667,751.661,3.429,0.471,1.5579
12.831,63.434,749.875,3.214,0.480,1.5422
12.690,63.818,760.325,3.183,0.512,1.4966
12.580,62.838,782.800,3.065,0.554,1.5076
12.341,62.884,796.099,3.110,0.604,1.4664
12.278,64.339,795.970,3.078,0.582,1.4582
11.928,64.486,810.459,3.294,0.634,1.4271
11.795,64.751,798.155,3.384,0.650,1.4451
11.589,64.287,788.855,3.501,0.620,1.4215
11.629,64.701,776.243,3.746,0.631,1.4478
11.943,66.228,775.201,3.640,0.618,1.4294
11.880,67.160,761.897,3.881,0.589,1.4667
11.813,66.912,764.782,3.783,0.559,1.4685
12.009,67.954,764.200,3.633,0.485,1.4813
12.299,67.338,764.663,3.454,0.514,1.5107
12.326,67.587,789.572,3.446,0.461,1.5408
