p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
10.015,68.774,721.711,3.275,0.571,1.3952
10.294,68.064,743.622,3.298,0.576,1.4043
10.263,67.755,752.216,3.399,0.542,1.4268
10.375,68.774,751.965,3.496,0.502,1.4430
10.367,68.072,743.196,3.631,0.511,1.4356
10.584,67.676,724.821,3.464,0.480,1.4207
10.631,66.621,720.214,3.423,0.458,1.4146
10.646,65.764,702.251,3.223,0.410,1.3938
10.505,66.066,693.146,3.104,0.425,1.4012
10.569,65.288,694.183,2.942,0.418,1.3614
10.111,64.188,705.412,2.880,0.487,1.3529
10.161,64.221,723.624,2.875,0.511,1.3321
9.906,64.723,723.432,2.770,0.548,1.3082
9.890,64.807,732.753,2.965,0.524,1.2780
9.646,64.935,757.355,2.947,0.589,1.2836
9.626,65.208,747.008,3.160,0.581,1.2862
9.631,65.819,741.198,3.341,0.596,1.2880
9.285,66.201,729.613,3.359,0.547,1.2574
9.214,67.128,714.916,3.481,0.526,1.2925
9.548,67.647,706.323,3.671,0.528,1.3039
9.626,68.859,696.561,3.560,0.487,1.3337
9.819,67.823,694.121,3.430,0.465,1.3411
9.754,68.125,713.784,3.407,0.458,1.3601
9.998,68.129,713.797,3.204,0.414,1.3712
