p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.062,64.376,899.675,4.855,0.891,1.9140
17.309,64.506,920.953,5.000,0.894,1.9337
17.265,63.794,927.508,5.234,0.870,1.9415
17.351,63.012,920.202,5.317,0.814,1.9568
17.709,63.179,930.440,5.171,0.823,1.9573
17.571,62.656,915.212,5.166,0.765,1.9654
17.699,62.050,905.025,5.186,0.740,1.9627
17.663,61.771,892.565,4.896,0.730,1.9427
17.597,61.140,878.600,4.896,0.699,1.9268
17.298,60.606,878.847,4.637,0.723,1.9168
17.245,59.504,891.119,4.595,0.753,1.8821
16.900,59.587,891.365,4.537,0.793,1.8723
16.893,59.311,907.223,4.516,0.800,1.8468
16.797,59.321,913.602,4.680,0.825,1.8401
16.570,60.557,918.894,4.746,0.868,1.8163
16.514,60.733,936.466,4.830,0.868,1.7985
16.332,61.653,917.018,5.014,0.865,1.8229
16.383,61.975,909.421,5.187,0.888,1.7947
16.516,62.823,885.996,5.317,0.828,1.8180
16.654,62.713,891.224,5.151,0.832,1.8308
16.692,63.681,878.399,5.342,0.777,1.8691
16.834,63.858,873.621,5.071,0.766,1.8696
17.027,63.334,894.587,5.007,0.720,1.8803
16.870,63.397,902.113,4.825,0.738,1.9379
