p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.74,74.32,642.98,2.334,0.405,0.6331
11.77,74.27,646.21,2.335,0.411,0.6357
11.82,74.30,648.11,2.340,0.408,0.6354
11.86,74.43,650.34,2.357,0.412,0.6383
11.91,74.41,650.85,2.394,0.417,0.6389
11.95,74.40,649.79,2.390,0.419,0.6378
11.95,74.57,647.14,2.388,0.412,0.6367
11.97,74.65,646.18,2.406,0.416,0.6389
12.02,74.66,645.08,2.432,0.410,0.6422
12.06,74.65,642.81,2.423,0.408,0.6440
12.10,74.67,642.43,2.444,0.404,0.6420
12.12,74.80,643.14,2.471,0.409,0.6443
12.12,74.89,643.72,2.496,0.408,0.6462
12.15,74.81,644.84,2.508,0.409,0.6456
12.16,74.88,641.89,2.508,0.411,0.6485
12.18,74.97,641.39,2.508,0.405,0.6512
12.19,74.95,642.08,2.492,0.396,0.6488
12.20,74.88,639.51,2.493,0.392,0.6488
12.22,74.97,639.12,2.490,0.393,0.6497
12.22,75.09,639.13,2.468,0.389,0.6486
12.21,75.07,636.67,2.457,0.379,0.6484
12.23,75.02,635.53,2.440,0.372,0.6443
12.22,75.15,634.49,2.437,0.361,0.6401
12.22,75.22,632.43,2.427,0.357,0.6424
12.21,75.07,630.08,2.386,0.346,0.6432
12.23,74.96,626.67,2.340,0.345,0.6389
12.25,75.01,627.44,2.295,0.337,0.6394
12.26,75.00,627.76,2.252,0.325,0.6335
12.29,75.03,627.12,2.244,0.324,0.6320
12.31,75.07,622.38,2.243,0.321,0.6301
12.33,74.96,619.74,2.229,0.321,0.6301
12.32,,615.68,2.183,0.322,0.6273
12.31,74.93,615.75,2.153,0.321,0.6247
12.31,74.82,613.25,2.148,0.316,0.6225
12.30,74.71,611.52,2.147,0.308,0.6212
12.28,74.80,610.68,2.125,0.301,0.6204
12.25,74.75,608.81,2.077,0.303,0.6143
12.26,74.79,608.14,2.036,0.300,0.6134
12.24,74.66,604.81,2.023,0.295,0.6140
12.22,74.50,603.57,2.028,0.293,0.6138
12.19,74.38,604.95,2.038,0.300,0.6081
12.17,74.41,606.14,2.016,0.307,0.6061
12.14,74.31,607.46,1.999,0.303,0.6011
12.14,74.36,607.99,2.001,0.311,0.5994
12.13,74.28,608.72,2.011,0.316,0.5997
12.11,74.25,608.56,2.007,0.324,0.5949
12.09,74.22,606.28,2.011,0.336,0.5907
12.07,74.24,603.87,1.998,0.334,0.5878
12.05,74.07,601.58,1.998,0.346,0.5849
12.03,73.94,601.57,2.008,0.349,0.5855
12.03,73.84,601.94,2.017,0.359,0.5884
12.01,73.71,603.85,2.012,0.370,0.5851
11.96,73.60,603.92,2.052,0.368,0.5895
11.91,73.56,602.28,2.085,0.379,0.5900
11.89,73.48,604.36,2.101,0.378,0.5898
11.87,73.46,603.91,2.117,0.375,0.5912
11.85,73.28,605.59,2.143,0.387,0.5919
11.83,73.10,606.66,2.146,0.393,0.5968
11.80,73.10,609.46,2.179,0.397,0.5944
11.76,72.91,608.63,2.218,0.406,0.5949
11.72,72.87,609.54,2.251,0.409,0.6005
11.70,72.93,608.93,2.278,0.408,0.6027
11.66,72.75,611.38,2.290,0.402,0.6070
11.64,72.68,611.68,2.338,0.398,0.6103
11.63,72.49,612.06,2.339,0.399,0.6120
11.62,72.46,615.36,2.386,0.402,0.6148
11.57,72.51,618.06,2.414,0.408,0.6186
11.55,72.50,617.84,2.430,0.408,0.6210
11.54,72.52,619.62,2.462,0.403,0.6269
11.53,72.41,622.84,2.474,0.402,0.6277
11.50,72.28,623.14,2.496,0.403,0.6301
11.48,72.17,627.49,2.499,0.400,0.6300
