p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.77,73.80,649.69,2.235,0.357,0.6186
11.81,73.97,647.97,2.262,0.366,0.6218
11.84,74.05,645.60,2.267,0.377,0.6250
11.86,74.17,643.40,2.282,0.378,0.6246
11.91,74.31,643.83,2.313,0.377,0.6262
11.95,74.45,642.31,2.356,0.376,0.6264
11.97,74.53,644.43,2.393,0.380,0.6309
11.98,74.52,642.40,2.386,0.377,0.6356
12.02,74.58,640.98,2.422,0.385,0.6375
12.06,74.74,640.12,2.429,0.391,0.6382
12.10,74.69,638.65,2.451,0.396,0.6397
12.14,74.63,639.72,2.448,0.402,0.6425
12.17,74.67,641.52,2.443,0.398,0.6443
12.17,74.75,639.54,2.432,0.394,0.6456
12.19,74.81,638.65,2.449,0.385,0.6461
12.21,74.73,640.00,2.447,0.382,0.6483
12.22,74.83,637.94,2.468,0.379,0.6498
12.23,74.97,636.90,2.454,0.377,0.6531
12.26,74.88,634.46,2.424,0.379,0.6503
12.29,74.88,634.33,2.396,0.371,0.6463
12.28,74.96,632.72,2.376,0.368,0.6423
12.28,74.89,631.15,2.358,0.358,0.6403
12.29,74.90,628.95,2.347,0.348,0.6366
12.28,74.95,625.74,2.320,0.340,0.6332
12.27,74.92,622.57,2.310,0.329,0.6308
12.28,74.87,622.12,2.308,0.326,0.6313
12.27,74.98,622.50,2.309,0.327,0.6320
12.27,74.92,619.57,3.096,0.325,0.6298
12.27,74.93,617.34,4.688,0.324,0.6253
12.26,74.86,616.13,6.030,1.345,0.6257
12.26,74.92,615.78,6.217,3.458,0.6267
12.24,74.97,613.01,6.208,5.221,0.6227
12.27,75.01,612.81,6.061,5.500,0.6182
12.28,75.01,613.27,5.107,5.491,0.6184
12.27,74.90,611.20,3.793,5.308,0.6148
12.28,74.97,611.22,2.582,4.144,0.6110
12.28,74.94,608.82,2.035,2.456,0.6096
12.27,74.91,608.23,2.033,0.940,0.6091
12.23,74.86,607.96,2.026,0.282,0.6037
12.21,74.69,606.69,1.998,0.287,0.6018
12.18,74.62,605.45,1.997,0.292,0.6014
12.15,74.58,603.42,1.979,0.301,0.5993
12.16,74.42,602.32,1.972,0.309,0.5960
12.13,74.31,600.37,1.955,0.310,0.5976
12.12,74.35,599.98,1.957,0.314,0.5939
12.12,74.18,596.82,1.949,0.313,0.5912
12.09,74.12,594.60,1.960,0.319,0.5871
12.05,74.03,592.06,1.960,0.332,0.5844
12.05,74.05,592.29,1.983,0.333,0.5875
12.01,73.95,592.98,2.012,0.337,0.5846
11.96,73.87,592.23,1.998,0.350,0.5814
11.92,73.68,594.37,2.002,0.361,0.5822
11.89,73.51,595.49,2.022,0.366,0.5821
11.89,73.57,598.24,2.013,0.375,0.5810
11.88,73.39,597.77,2.011,0.374,0.5811
11.85,73.38,595.92,2.010,0.375,0.5801
11.81,73.28,595.25,2.018,0.375,0.5840
11.81,73.16,595.57,2.040,0.377,0.5892
11.80,73.20,598.42,2.081,0.387,0.5921
11.76,73.19,598.97,2.108,0.393,0.5979
11.75,73.02,598.27,2.122,0.390,0.6005
11.70,72.82,600.81,2.138,0.399,0.6025
11.68,72.67,601.86,2.191,0.404,0.6028
11.67,72.63,605.06,2.214,0.400,0.6024
11.65,72.59,604.84,2.263,0.407,0.6079
11.62,72.40,605.87,2.312,0.401,0.6111
11.58,72.46,605.48,2.355,0.393,0.6175
11.56,72.51,606.97,2.391,0.395,0.6224
11.55,72.42,609.21,2.393,0.393,0.6247
11.51,72.36,613.06,2.422,0.387,0.6244
11.50,72.28,617.20,2.414,0.391,0.6242
11.48,72.11,619.37,2.448,0.382,0.6240
