p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.642,63.701,834.887,3.839,0.700,1.6773
14.634,63.833,851.539,3.969,0.723,1.6940
14.880,63.327,864.927,4.090,0.709,1.7059
15.059,62.401,864.049,4.184,0.680,1.7305
15.336,63.037,848.672,4.190,0.601,1.7238
15.420,61.779,848.274,4.139,0.619,1.7553
15.407,61.631,826.157,4.148,0.574,1.7386
15.075,61.198,816.254,4.091,0.544,1.7032
15.307,60.705,821.101,3.947,0.563,1.6853
14.830,60.742,804.496,3.776,0.551,1.6780
14.978,60.222,817.298,3.530,0.589,1.6792
14.643,58.963,839.151,3.501,0.607,1.6319
14.538,59.928,841.024,3.648,0.636,1.6312
14.473,59.359,852.644,3.633,0.678,1.6034
14.400,59.864,862.096,3.719,0.703,1.5971
14.259,60.772,854.260,3.753,0.739,1.5625
14.108,61.662,860.195,3.909,0.698,1.5941
14.198,61.974,835.298,4.055,0.713,1.6032
14.228,61.595,832.596,4.124,0.645,1.6127
14.199,62.324,806.103,4.381,0.628,1.6170
14.277,62.283,817.807,4.339,0.575,1.6220
14.170,62.632,815.187,4.251,0.554,1.6356
14.586,63.923,826.982,4.011,0.551,1.6636
14.763,63.912,831.735,3.837,0.573,1.6724
