p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.112,65.660,771.113,3.393,0.627,1.5244
12.305,66.824,778.828,3.595,0.653,1.5492
12.651,66.577,789.655,3.814,0.621,1.5580
12.852,65.917,794.950,3.865,0.586,1.5483
12.605,65.754,791.383,3.905,0.545,1.5845
12.985,64.370,787.016,3.815,0.489,1.5796
12.802,63.951,761.419,3.710,0.472,1.5615
12.704,63.011,762.854,3.549,0.475,1.5528
12.742,62.802,746.239,3.407,0.454,1.5155
12.657,62.127,747.507,3.199,0.487,1.5233
12.341,61.981,756.915,3.191,0.518,1.4786
12.378,62.796,762.180,3.035,0.555,1.4621
12.338,61.762,784.180,3.119,0.562,1.4419
12.049,61.804,788.367,3.311,0.608,1.4517
11.848,62.282,789.375,3.375,0.605,1.4143
11.863,63.811,789.804,3.325,0.661,1.4289
11.832,64.242,780.052,3.621,0.609,1.4081
11.460,63.798,778.164,3.630,0.618,1.4047
11.656,65.175,756.867,3.838,0.563,1.4275
11.783,64.590,746.982,3.777,0.578,1.4436
11.633,66.013,739.225,3.783,0.514,1.4715
12.002,66.692,742.184,3.824,0.509,1.4676
12.040,67.088,753.002,3.575,0.504,1.5014
12.125,66.401,773.160,3.582,0.446,1.5110
