p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
12.596,74.590,790.330,3.518,0.715,1.6329
12.453,73.743,804.648,3.797,0.729,1.6562
12.870,73.585,814.428,3.972,0.684,1.6814
12.749,74.064,828.576,4.035,0.702,1.6713
13.000,72.773,825.721,4.059,0.651,1.6696
12.895,73.735,811.354,3.873,0.637,1.6959
12.970,72.081,785.715,3.735,0.577,1.6544
12.840,71.895,789.910,3.618,0.593,1.6761
12.780,72.120,770.087,3.472,0.588,1.6262
12.909,70.387,771.433,3.367,0.560,1.6306
12.722,70.461,784.681,3.218,0.582,1.6170
12.599,69.826,798.668,3.282,0.652,1.5627
12.205,70.031,803.417,3.362,0.654,1.5446
12.205,71.081,819.723,3.360,0.724,1.5411
12.075,71.034,816.368,3.421,0.725,1.5189
12.075,70.774,827.916,3.572,0.736,1.5063
12.079,71.326,813.329,3.663,0.712,1.5062
11.791,73.067,790.927,3.778,0.737,1.5131
11.683,73.162,784.707,3.970,0.680,1.5305
11.819,73.271,768.920,3.927,0.671,1.5488
11.936,73.285,763.837,3.917,0.622,1.5798
12.312,74.255,774.659,3.925,0.582,1.5894
12.452,74.407,785.101,3.761,0.606,1.6140
12.642,73.849,788.119,3.738,0.582,1.6248
