p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
17.913,65.882,964.490,5.348,0.947,2.0607
18.099,66.781,966.921,5.427,0.981,2.0786
18.068,65.818,985.688,5.560,0.973,2.1084
18.199,65.963,977.360,5.662,0.930,2.1082
18.293,64.488,984.585,5.638,0.889,2.1341
18.213,64.631,959.722,5.694,0.879,2.1220
18.496,63.421,950.462,5.590,0.825,2.1101
18.283,63.575,941.742,5.428,0.808,2.0925
18.057,62.332,933.710,5.250,0.829,2.0963
18.177,63.201,927.759,5.099,0.820,2.0693
17.924,62.885,943.973,4.997,0.836,2.0504
17.986,62.771,954.997,4.940,0.857,2.0094
17.631,61.883,958.491,4.897,0.908,2.0131
17.549,62.143,980.948,5.018,0.959,1.9994
17.319,62.381,981.693,5.184,0.964,1.9778
17.325,62.961,986.076,5.184,0.990,1.9599
17.183,63.519,970.219,5.464,0.964,1.9753
16.998,63.610,959.352,5.585,0.971,1.9769
17.062,64.761,949.354,5.475,0.906,1.9656
17.150,64.903,946.241,5.641,0.889,1.9964
17.278,66.199,940.499,5.693,0.845,2.0045
17.317,66.011,940.565,5.574,0.840,2.0145
17.534,65.679,952.043,5.523,0.838,2.0474
17.655,66.575,947.416,5.232,0.832,2.0876
