p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
14.136,62.971,800.472,3.597,0.644,1.6067
14.395,62.431,826.291,3.795,0.641,1.6126
14.449,62.591,831.175,3.992,0.606,1.6464
14.885,63.126,825.371,4.060,0.608,1.6744
14.861,62.405,836.872,4.016,0.559,1.6652
14.991,61.316,823.991,3.926,0.528,1.6628
14.883,60.875,806.408,3.777,0.518,1.6709
14.708,60.716,799.158,3.669,0.512,1.6493
14.788,59.343,780.934,3.524,0.475,1.6104
14.444,60.326,784.484,3.545,0.521,1.5955
14.400,59.595,793.939,3.339,0.558,1.5867
14.247,58.457,807.194,3.237,0.543,1.5607
14.331,59.483,808.712,3.322,0.604,1.5434
13.964,59.080,824.118,3.216,0.643,1.5049
13.748,59.864,824.308,3.367,0.619,1.5130
13.892,60.738,825.283,3.471,0.668,1.4943
13.773,60.122,816.306,3.654,0.639,1.4981
13.706,60.698,816.030,3.740,0.665,1.5003
13.530,61.513,797.146,3.987,0.627,1.5270
13.835,61.352,784.204,4.054,0.596,1.5458
13.850,62.010,786.591,3.892,0.546,1.5456
13.888,63.078,776.242,3.789,0.519,1.5545
13.964,62.346,794.024,3.814,0.501,1.6071
14.426,63.953,804.463,3.617,0.503,1.6147
