p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.066,66.244,847.052,4.371,0.768,1.7255
13.396,66.248,857.378,4.480,0.736,1.7102
13.564,66.850,874.787,4.599,0.759,1.7487
13.660,65.830,867.692,4.586,0.722,1.7596
13.804,66.227,863.182,4.661,0.686,1.7566
13.714,64.509,860.818,4.551,0.652,1.7583
13.974,64.418,843.546,4.366,0.615,1.7391
13.703,63.702,821.617,4.453,0.603,1.7431
13.827,63.898,812.067,4.163,0.623,1.7406
13.712,63.526,823.215,4.149,0.640,1.7161
13.488,62.618,829.714,4.014,0.622,1.6688
13.324,62.180,834.575,4.036,0.662,1.6475
12.937,62.048,857.363,3.883,0.686,1.6522
13.119,62.217,852.544,3.957,0.743,1.6069
12.711,62.861,864.284,4.043,0.731,1.6244
12.617,63.089,870.359,4.216,0.779,1.6101
12.805,64.031,857.920,4.436,0.744,1.5844
12.646,65.115,855.352,4.559,0.725,1.5886
12.665,65.800,841.260,4.488,0.714,1.6119
12.670,66.092,814.562,4.644,0.686,1.6144
12.901,66.068,816.373,4.654,0.648,1.6598
12.825,66.517,812.508,4.485,0.651,1.6628
13.104,66.168,835.081,4.381,0.600,1.7022
13.165,66.655,842.175,4.345,0.628,1.7056
