p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
9.669,69.243,691.071,2.925,0.543,1.3116
9.958,69.609,712.543,2.882,0.503,1.3552
10.173,69.382,729.889,3.136,0.488,1.3400
10.062,69.603,731.864,3.276,0.506,1.3535
10.133,67.885,727.027,3.301,0.444,1.3746
10.149,68.695,718.252,3.285,0.437,1.3837
10.109,67.842,694.240,3.184,0.411,1.3759
10.390,66.557,690.970,2.860,0.400,1.3633
10.079,66.953,676.650,2.766,0.393,1.3213
9.888,65.558,673.088,2.766,0.415,1.3035
9.996,65.605,692.352,2.583,0.435,1.2754
9.970,65.104,703.506,2.461,0.415,1.2666
9.710,65.321,709.869,2.520,0.464,1.2522
9.363,66.100,709.305,2.676,0.503,1.2408
9.418,66.322,722.762,2.575,0.533,1.2125
9.135,67.003,728.952,2.764,0.523,1.2082
9.096,66.603,709.323,2.935,0.558,1.2172
9.263,67.648,700.423,3.092,0.487,1.2058
9.085,68.135,694.134,3.162,0.488,1.2127
9.157,69.162,686.496,3.130,0.436,1.2395
9.315,68.701,682.427,3.250,0.439,1.2464
9.268,68.548,673.700,3.110,0.421,1.2612
9.504,69.733,681.899,3.047,0.381,1.2899
9.762,68.809,706.019,2.925,0.351,1.3182
