p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
11.78,73.94,637.11,2.190,0.366,0.6352
11.81,73.89,639.19,2.244,0.367,0.6384
11.85,73.92,639.39,2.270,0.378,0.6361
11.90,73.98,638.31,2.307,0.387,0.6413
11.91,74.02,638.25,2.318,0.386,0.6459
11.94,74.20,639.04,2.365,0.390,0.6476
11.96,74.32,638.87,2.376,0.394,0.6492
11.96,74.46,637.24,2.410,0.398,0.6468
11.98,74.43,639.06,2.423,0.394,0.6484
12.02,74.39,640.16,2.427,0.399,0.6527
12.07,74.40,641.29,2.447,0.404,0.6515
12.10,74.60,638.66,2.448,0.400,0.6487
12.14,74.58,636.92,2.430,0.396,0.6461
12.18,74.66,634.87,2.443,0.394,0.6472
12.20,74.61,635.83,2.437,0.384,0.6492
12.19,74.60,635.23,2.447,0.376,0.6491
12.22,74.65,705.50,2.435,0.376,0.6479
12.24,74.67,773.06,2.440,0.378,0.6507
12.23,74.80,836.60,2.517,0.375,0.6538
12.27,74.87,892.71,2.561,0.370,0.6492
12.29,74.88,944.88,2.624,0.369,0.6450
12.31,75.02,996.71,2.657,0.364,0.6464
12.29,74.93,1039.75,2.690,0.357,0.6475
12.30,74.88,1082.19,2.745,0.348,0.6461
12.29,74.85,1122.55,2.779,0.344,0.6469
12.31,74.82,1157.05,2.795,0.339,0.6459
12.33,74.86,1188.55,2.812,0.328,0.6451
12.33,74.91,1220.87,2.836,0.316,0.6425
12.34,74.86,1248.37,2.852,0.312,0.6361
12.32,74.88,1273.82,2.883,0.306,0.6354
12.34,74.92,1298.01,2.901,0.297,0.6339
12.33,74.83,1321.81,2.904,0.289,0.6302
12.35,74.72,1345.65,2.886,0.293,0.6265
12.35,74.73,1365.70,2.880,0.289,0.6208
12.35,74.66,1382.36,2.905,0.284,0.6177
12.35,74.54,1398.23,2.897,0.281,0.6180
12.32,74.55,1414.45,2.904,0.284,0.6187
12.33,74.57,1432.39,2.900,0.284,0.6144
12.30,74.55,1448.11,2.879,0.283,0.6091
12.27,74.48,1462.75,2.901,0.293,0.6060
12.25,74.54,1474.82,2.888,0.302,0.6003
12.25,74.47,1487.44,2.875,0.302,0.5965
12.22,74.33,1498.45,2.866,0.308,0.5957
12.19,74.27,1509.61,2.902,0.306,0.5922
12.19,74.17,1518.77,2.913,0.316,0.5929
12.15,74.24,1526.44,2.940,0.328,0.5947
12.09,74.22,1534.73,2.978,0.326,0.5956
12.07,74.14,1540.26,3.006,0.332,0.5947
12.04,74.05,1548.80,3.030,0.343,0.5972
12.02,73.95,1555.98,3.031,0.354,0.5923
11.99,73.86,1560.33,3.068,0.358,0.5934
11.96,73.67,1567.47,3.069,0.361,0.5953
11.95,73.62,1573.23,3.110,0.359,0.5917
11.94,73.67,1578.39,3.143,0.368,0.5891
11.89,73.57,1582.43,3.160,0.367,0.5876
11.89,73.55,1588.31,3.161,0.372,0.5855
11.85,73.48,1595.37,3.194,0.383,0.5864
11.83,73.34,1599.66,3.202,0.383,0.5897
11.80,73.19,1604.73,3.249,0.380,0.5900
11.75,73.11,1608.21,3.256,0.382,0.5909
11.74,72.94,1613.21,3.301,0.382,0.5945
11.72,72.88,1615.05,3.336,0.384,0.5972
11.69,72.82,1618.61,3.381,0.391,0.5972
11.65,72.69,1622.16,3.429,0.388,0.5973
11.61,72.68,1623.67,3.443,0.390,0.5990
11.60,72.57,1627.52,3.477,0.395,0.6032
11.55,72.47,1631.79,3.492,0.401,0.6068
11.50,72.27,1633.13,3.538,0.402,0.6122
11.47,72.29,1636.11,3.559,0.405,0.6145
11.46,72.31,1640.77,3.560,0.398,0.6210
11.42,72.22,1646.42,3.563,0.388,0.6218
11.39,72.03,1650.33,3.576,0.391,0.6265
