p2.Temp_Air,p2.Humi_Air,p2.CO2_ppm,p1.NH3_ppm,p1.H2S_ppm,p3.CH4_Vout
13.001,66.683,796.573,3.781,0.712,1.6098
13.207,66.948,796.418,3.913,0.695,1.6085
13.361,67.078,808.763,3.866,0.677,1.6190
13.594,65.968,824.841,4.094,0.656,1.6399
13.920,66.447,821.267,3.978,0.590,1.6406
13.863,65.018,810.782,4.083,0.559,1.6321
13.754,65.374,779.667,3.934,0.562,1.6199
13.641,64.650,780.692,3.864,0.502,1.6387
13.581,64.198,775.701,3.661,0.542,1.5977
13.636,63.067,757.362,3.517,0.507,1.5766
13.634,63.960,775.703,3.404,0.579,1.5796
13.427,62.455,791.116,3.390,0.592,1.5238
12.973,63.110,807.668,3.422,0.612,1.5241
12.774,63.802,805.612,3.379,0.670,1.4938
12.965,62.836,811.481,3.640,0.652,1.4797
12.662,63.391,811.355,3.641,0.659,1.4831
12.465,64.124,802.774,3.690,0.711,1.4732
12.686,65.555,803.032,3.956,0.688,1.4789
12.451,65.130,777.716,4.114,0.623,1.4827
12.787,65.591,766.106,4.141,0.613,1.5106
12.905,66.964,767.037,4.058,0.590,1.5193
12.909,66.485,776.709,4.026,0.523,1.5651
13.006,67.278,773.391,3.742,0.506,1.5881
13.235,66.471,790.540,3.703,0.517,1.5928
